fancyname,company,purchases,ads,sharesinfo,shareslocation,unrestrictedinternet,usersinteract,game,age_rating,Parentalguidance,Downloads,categorygame,low_price_item,top_price_item,price,paidapp,rating,numberreviews,cleaned_numberReviews
Crashy Cats,electric turtle,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,1.79,45.99,no info available,0.0,4.7,"39,45",3945
Solitaire,mobilityware,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000000.0,card,2.09,31.99,free,0.0,4.5,"1,501,308",1501308
Nonstop Balls,thinkcube inc.,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,5000000.0,arcade,2.19,99.99,free,0.0,4.2,"28,401",28401
Shatterbrain - Physics Puzzles,orbital nine games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,2.39,2.39,free,0.0,4.0,"18,505",18505
Idle Factory Tycoon,kolibri games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,simulation,1.99,99.99,free,0.0,4.5,"208,628",208628
Forge of Empires,innogames gmbh,1.0,0.0,1.0,0.0,0.0,1.0,1,7+,0.0,10000000.0,strategy,0.99,199.99,free,0.0,4.4,"788,231",788231
Homescapes,playrix,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,100000000.0,casual,0.59,109.99,free,0.0,4.4,"6,491,163",6491163
Helix Jump,voodoo,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000000.0,action,3.59,3.59,free,0.0,4.1,"4,118,644",4118644
BBTAN2 by 222%,111%,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,1.89,139.99,free,0.0,4.2,"9,189",9189
Toy Blast,peak,1.0,0.0,1.0,0.0,0.0,0.0,1,everyone,0.0,50000000.0,puzzle,0.99,109.99,free,0.0,4.7,"2,450,190",2450190
The Fish Master!,voodoo,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,arcade,3.59,3.59,free,0.0,4.1,"59,194",59194
Paper.io 2,voodoo,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000000.0,arcade,4.19,4.19,free,0.0,4.2,"1,293,655",1293655
Golf Clash,playdemic,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,sports,0.99,109.99,free,0.0,4.4,"1,740,707",1740707
SimCity BuildIt,electronic arts,1.0,1.0,0.0,0.0,0.0,1.0,1,7+,0.0,50000000.0,simulation,1.09,109.99,free,0.0,4.5,"4,773,670",4773670
Angry Birds Friends,rovio entertainment corporation,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000000.0,arcade,0.99,79.99,free,0.0,4.4,"888,721",888721
Infinite Flight - Flight Simulator,infinite flight llc,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,simulation,4.49,84.99,5.49,1.0,3.9,"62,328",62328
Castle Crush: Free Strategy Card Games,fun games for free,1.0,0.0,1.0,0.0,0.0,1.0,1,12+,0.0,10000000.0,strategy,1.09,104.99,free,0.0,4.4,"1,010,812",1010812
TEKKEN?,bandai namco entertainment europe,1.0,0.0,0.0,0.0,0.0,0.0,1,16+,0.0,10000000.0,action,,,no info available,0.0,4.1,"210,567",210567
Bejeweled Classic,electronic arts,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,casual,1.09,21.99,free,0.0,4.5,"222,441",222441
GOdroid,andreas grothe,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,board,,,free,0.0,4.0,"7,851",7851
Bubble Breaker,face plus,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,casual,,,free,0.0,4.4,"24,731",24731
Clue,marmalade game studio,1.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,board,0.99,34.99,2.29,1.0,4.4,"28,144",28144
Sudoku Free,"studio five27, llc (new)",0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,,,free,0.0,3.9,"1,336",1336
Coding Planets,min thura zaw,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,,,free,0.0,4.3,"2,109",2109
Space Frontier,ketchapp,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,arcade,1.99,1.99,free,0.0,3.8,"99,88",9988
Sudoku,genina.com,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,2.09,2.09,free,0.0,4.7,"566,162",566162
Sling Kong,protostar,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,arcade,0.99,19.99,free,0.0,4.5,"234,46",23446
Physics Drop,idc games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,0.99,0.99,free,0.0,4.0,"182,503",182503
Temple Run 2,imangi studios,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,500000000.0,action,0.99,49.99,free,0.0,4.4,"8,856,882",8856882
Pou,zakeh,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000000.0,casual,0.99,24.99,free,0.0,4.4,"10,866,398",10866398
Jetpack Joyride,halfbrick studios,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000000.0,arcade,0.79,99.99,free,0.0,4.6,"4,784,139",4784139
Zombie Tsunami,mobigame s.a.r.l.,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000000.0,arcade,0.99,99.99,free,0.0,4.5,"5,345,775",5345775
My Talking Tom,outfit7 limited,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,500000000.0,casual,0.50,99.99,free,0.0,4.5,"15,819,580",15819580
Flip the Gun - Simulator Game,playgendary,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,arcade,1.19,94.99,free,0.0,3.8,"238,479",238479
Talking Tom Pool - Puzzle Game,outfit7 limited,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,0.99,99.99,free,0.0,4.3,"454,464",454464
Sonic Dash,sega,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000000.0,arcade,1.09,109.99,free,0.0,4.6,"4,354,087",4354087
The Sims? Mobile,electronic arts,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,10000000.0,simulation,1.09,109.99,free,0.0,3.9,"954,351",954351
Chess,chess prince,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000000.0,board,1.09,3.79,free,0.0,4.3,"910,457",910457
Rush Kart Racing 3D,world 3d games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,racing,1.79,23.99,free,0.0,3.8,"18,51",1851
FIFA Soccer,electronic arts,1.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,100000000.0,sports,1.09,109.99,free,0.0,4.0,"5,927,563",5927563
"Kids Racing Islands, race for kids",azul multimedia,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,racing,2.69,2.69,free,0.0,3.9,"1,397",1397
Alfabeto - Spanish Alphabet Game,teachersparadise.com,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,educational,,,free,0.0,4.3,"4,032",4032
FUT 18 DRAFT by PacyBits,pacybits,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,sports,,,free,0.0,4.6,"416,249",416249
Rider,ketchapp,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,50000000.0,arcade,0.99,19.99,free,0.0,4.2,"886,565",886565
FUT 18 PACK OPENER by PacyBits,pacybits,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,sports,,,free,0.0,4.7,"118,442",118442
EA SPORTS? FIFA 19 Companion,electronic arts,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,sports,2.69,99.99,free,0.0,4.1,"396,425",396425
Angry Birds Blast,rovio entertainment corporation,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,0.99,99.99,free,0.0,4.5,"280,404",280404
Two Dots,playdots,1.0,1.0,1.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,0.99,109.99,free,0.0,4.6,"704,157",704157
Angry Birds Rio,rovio entertainment corporation,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000000.0,arcade,0.99,39.99,free,0.0,4.4,"2,763,301",2763301
Block Puzzle Jewel,hua weiwei,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000000.0,puzzle,,,free,0.0,4.3,"1,067,461",1067461
Woord Snack,apnax games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,word,0.99,49.99,free,0.0,4.4,"36,797",36797
Word Connect - Word Games Puzzle,magic word games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,word,0.99,104.99,free,0.0,4.6,"296,57",29657
Word Link,worzzle games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000000.0,word,0.99,49.99,free,0.0,4.5,"495,233",495233
Hello Stars,fastone games,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,50000000.0,puzzle,0.99,54.99,free,0.0,4.4,"567,668",567668
Really Bad Chess,noodlecake studios inc,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,board,1.09,3.19,free,0.0,4.4,"23,002",23002
Wood Block - Music Box,<u+0433><u+043e><u+043b><u+043e><u+0432><u+043e><u+043b><u+043e><u+043c><u+043a><u+0430> world studio,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,,,free,0.0,4.4,"315,288",315288
The Maze Adventure VR,appteeka vr games,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,500000.0,adventure,0.99,2.99,free,0.0,3.3,"1,701",1701
Woody ? Block Puzzle,free block puzzle games inc,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,0.69,42.99,free,0.0,4.6,"186,208",186208
Unbalance,tvee,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,0.99,0.99,free,0.0,3.8,"1,033",1033
VR Roller Coaster Crazy Rider & Adventure Thrills,coloring by number - pixel art games : next tech,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,simulation,1.89,1.89,free,0.0,4.1,"4,456",4456
Drive Ahead!,dodreams ltd.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000000.0,racing,1.09,109.99,free,0.0,4.4,"1,185,676",1185676
Harry Potter: Hogwarts Mystery,"jam city, inc.",1.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,adventure,0.89,99.99,free,0.0,4.2,"1,591,432",1591432
Lucky Day - Win Real Money,"lucky day entertainment, inc.",0.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,casino,,,free,0.0,4.6,"733,248",733248
Monument Valley,ustwo games,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,1.79,1.79,2.99,1.0,4.8,"214,858",214858
2048,r. apps,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,3.19,3.19,free,0.0,4.5,"14,414",14414
Drive Ahead! Sports,dodreams ltd.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,sports,1.09,279.99,free,0.0,4.2,"125,609",125609
2 Player Reactor (Multiplayer),cool cherry trees,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,,,free,0.0,4.2,"170,061",170061
Gardenscapes,playrix,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000000.0,casual,0.59,109.99,free,0.0,4.4,"6,468,752",6468752
Baby Games,happy baby,1.0,1.0,1.0,1.0,0.0,0.0,1,everyone,0.0,500000.0,educational,,,free,0.0,3.9,"1,046",1046
Baby puzzles,appquiz,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,educational,3.99,3.99,free,0.0,4.2,"17,076",17076
Maps of All Countries in the World: Geography Quiz,andrey solovyev,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,trivia,,,free,0.0,4.5,"5,242",5242
splix.io,jesper the end,0.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,strategy,,,free,0.0,3.1,"66,069",66069
Doodle Jump,lima sky llc,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000000.0,arcade,0.99,9.99,free,0.0,4.5,"1,105,103",1105103
Capitals of All Countries in the World: City Quiz,andrey solovyev,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,educational,,,free,0.0,4.4,"29,289",29289
Flags of All Countries of the World: Guess-Quiz,andrey solovyev,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,trivia,,,free,0.0,4.2,"33,184",33184
Diggy's Adventure: Escape this 2D Mine Maze Puzzle,pixel federation games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,adventure,1.19,239.99,free,0.0,4.5,"357,775",357775
Family Zoo: The Story,plarium  llc,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,puzzle,0.99,109.99,free,0.0,4.4,"172,82",17282
Dino Quest - Dinosaur Discovery and Dig Game,tapps games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,strategy,1.08,16.26,free,0.0,4.1,"49,207",49207
Piggy Boom,aladin interactive,1.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,5000000.0,casual,1.09,249.99,free,0.0,4.5,"142,919",142919
Pixel Art: Color by Number,easybrain,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000000.0,puzzle,4.29,84.99,free,0.0,4.6,"1,521,478",1521478
Solitaire,me2zen solitaire card free games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,card,,,free,0.0,4.7,"149,237",149237
Merge Town!,gram games limited,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,2.29,6.99,free,0.0,4.2,"42,118",42118
Doc McStuffins: Baby Nursery,disney,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,role playing,0.99,7.99,free,0.0,3.8,"11,219",11219
Picross TwoColor - nonograms,coworkdream,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,,,free,0.0,4.4,"2,716",2716
Coin Master,moon active,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,50000000.0,casual,1.09,349.99,free,0.0,4.1,"1,876,533",1876533
Picture Cross,appynation ltd.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,1.39,11.99,free,0.0,3.8,"19,12",1912
Sea Port: Ship Trade and Strategy Simulator,pixel federation games,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,simulation,1.29,179.99,free,0.0,4.3,"144,93",14493
Wild West: New Frontier. Build your super farm.,social quantum ltd,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,simulation,0.99,104.99,free,0.0,4.2,"73,655",73655
Magic Kinder Official App - Free Kids Games,ferrero trading lux s.a.,0.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,5000000.0,educational,,,free,0.0,4.0,"76,584",76584
Black Stories,flexsoft,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,puzzle,1.09,1.09,free,0.0,4.0,"1,148",1148
Slitherlink,ejelta llc,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,1.09,3.19,free,0.0,4.5,"3,335",3335
Flow Free: Hexes,big duck games llc,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,puzzle,0.99,3.99,free,0.0,4.6,"33,621",33621
Hay Day,supercell,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,100000000.0,casual,1.09,109.99,free,0.0,4.6,"10,907,474",10907474
Cooking Fever,nordcurrent,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000000.0,arcade,1.09,109.99,free,0.0,4.4,"3,848,934",3848934
Rise Up,serkan ?zyilmaz,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000000.0,arcade,2.29,3.39,free,0.0,3.9,"1,226,091",1226091
Piano Tiles 2?,cheetah games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000000.0,arcade,0.50,66.07,free,0.0,4.5,"8,386,125",8386125
RollerCoaster Tycoon? 4 Mobile,"atari, inc.",1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,simulation,0.78,109.99,free,0.0,4.0,"294,035",294035
PACYBITS FUT 19,pacybits,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,sports,,,free,0.0,4.6,"888,856",888856
Race Day - Multiplayer Racing,bertheussen it,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,5000000.0,racing,0.69,5.78,free,0.0,4.4,"64,194",64194
Star Wars?: Galaxy of Heroes,electronic arts,1.0,0.0,1.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,role playing,1.09,109.99,free,0.0,4.4,"1,552,601",1552601
Hearts,karman games,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,card,2.09,2.09,free,0.0,4.4,"48,934",48934
Classic Words Solo,lulo apps,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,word,1.19,1.19,free,0.0,4.4,"151,672",151672
Modern Combat 5: eSports FPS,gameloft se,1.0,1.0,0.0,0.0,0.0,1.0,1,16+,0.0,100000000.0,action,0.50,99.99,free,0.0,4.2,"3,230,260",3230260
N.O.V.A. Legacy,gameloft se,1.0,1.0,0.0,1.0,0.0,1.0,1,7+,0.0,50000000.0,action,0.50,99.99,free,0.0,4.2,"1,285,108",1285108
Make More! ? Idle Manager,bad crane,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,casual,0.99,59.99,free,0.0,4.5,"532,208",532208
Fight List - Categories Game,voodoo,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,trivia,0.99,99.99,free,0.0,4.2,"257,839",257839
Trivia Crack,etermax,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,100000000.0,trivia,0.99,109.99,free,0.0,4.3,"6,792,891",6792891
"European Countries - Maps, Flags and Capitals Quiz",andrey solovyev,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,trivia,,,free,0.0,4.4,"6,459",6459
Dr. Parking 4,sud inc.,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,50000000.0,racing,2.12,21.33,free,0.0,4.1,"592,132",592132
SongPop 2 - Guess The Song,freshplanet,1.0,1.0,0.0,1.0,0.0,1.0,1,16+,0.0,5000000.0,music,1.09,214.99,free,0.0,4.1,"129,3",1293
Pocket Tanks,"blitwise productions, llc",1.0,1.0,0.0,0.0,0.0,1.0,1,7+,0.0,5000000.0,strategy,0.72,4.01,free,0.0,4.5,"158,241",158241
Asphalt 8: Airborne - Fun Real Car Racing Game,gameloft se,1.0,1.0,0.0,1.0,0.0,0.0,1,7+,0.0,100000000.0,racing,0.50,99.99,free,0.0,4.5,"8,922,179",8922179
Chess ? Play & Learn,chess.com,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,board,0.75,114.99,free,0.0,4.6,"250,205",250205
Sniper 3D Gun Shooter: Free Fun Shooting Games,fun games for free,1.0,1.0,0.0,0.0,0.0,0.0,1,18+,0.0,100000000.0,action,1.08,124.99,free,0.0,4.5,"11,059,378",11059378
Bricks Breaker Puzzle,mobirix,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,arcade,2.99,99.99,free,0.0,4.4,"88,67",8867
Ace Fishing: Wild Catch,com2us,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,10000000.0,sports,1.09,139.99,free,0.0,4.4,"1,359,119",1359119
Golf Star?,com2us,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,10000000.0,sports,1.09,109.99,free,0.0,4.2,"452,098",452098
WWE Champions 2019,scopely,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,10000000.0,role playing,1.09,349.99,free,0.0,4.0,"325,466",325466
SUP Multiplayer Racing,oh bibi,1.0,1.0,1.0,1.0,0.0,0.0,1,everyone,0.0,10000000.0,racing,0.59,169.99,free,0.0,4.4,"316,547",316547
Mini Golf King - Multiplayer Game,pnix,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,sports,0.79,84.99,free,0.0,4.3,"700,248",700248
Trial Xtreme 4: extreme bike racing champions,deemedya inc,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,racing,0.67,224.99,free,0.0,4.3,"676,159",676159
Baseball Boy!,voodoo,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,arcade,0.99,9.99,free,0.0,3.8,"210,884",210884
Mad Skills BMX 2,turborilla,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,action,1.89,64.99,free,0.0,4.2,"65,152",65152
Rummy World,p-kama,1.0,0.0,0.0,1.0,0.0,0.0,1,everyone,0.0,100000.0,board,0.99,99.99,free,0.0,3.7,"3,488",3488
MMX Hill Dash,hutch games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,racing,2.39,39.99,free,0.0,4.6,"272,322",272322
War Machines: Free Multiplayer Tank Shooting Games,fun games for free,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,10000000.0,action,1.09,114.99,free,0.0,4.4,"766,093",766093
Block Breaker King,mobirix,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,100000.0,puzzle,1.99,99.99,free,0.0,4.3,"1,644",1644
Slices,good job games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,arcade,1.19,8.99,free,0.0,4.4,"163,866",163866
Merge Plane - Click & Idle Tycoon,merger games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000000.0,simulation,0.99,99.99,free,0.0,4.6,"2,164,085",2164085
Hello Cats,fastone games,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,10000000.0,puzzle,1.09,20.99,free,0.0,4.3,"213,601",213601
Tap Tap Dash,cheetah games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000000.0,arcade,0.99,4.99,free,0.0,4.4,"1,107,340",1107340
Bob - jigsaw puzzles free games for kids & parents,goodsofttech,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,puzzle,4.19,13.99,free,0.0,4.3,"17,737",17737
Episode - Choose Your Story,episode interactive,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,50000000.0,simulation,0.59,110.47,free,0.0,4.2,"2,559,980",2559980
Cooking Madness - A Chef's Restaurant Games,girl games - cooking games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,arcade,1.09,109.99,free,0.0,4.7,"1,290,431",1290431
Flight Pilot Simulator 3D Free,fun games for free,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000000.0,simulation,2.14,79.99,free,0.0,4.4,"2,368,941",2368941
Ultimate Car Driving Simulator,topracing games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,racing,2.39,20.99,free,0.0,4.1,"264,854",264854
2048,s2apps.com,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,,,free,0.0,4.6,"105,679",105679
Flow Free,big duck games llc,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000000.0,puzzle,0.99,3.99,free,0.0,4.5,"1,349,960",1349960
Real Pool 3D FREE,eivaagames,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,sports,,,free,0.0,4.3,"22,88",2288
Pool Billiards Pro,terrandroid,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,100000000.0,sports,1.48,99.99,free,0.0,4.4,"1,430,354",1430354
RISK: Global Domination,smg studio,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,5000000.0,board,0.99,6.99,free,0.0,4.6,"124,405",124405
Lines - Physics Drawing Puzzle,pocketland,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,2.19,2.19,free,0.0,4.6,"81,867",81867
Construction Simulator 2014,astragon entertainment gmbh,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,0.89,24.99,0.99,1.0,4.4,"106,292",106292
Looper!,kwalee ltd,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,2.29,19.99,free,0.0,4.4,"327,185",327185
Ignis - Brain Teasing Puzzle Game,narcade,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.99,9.49,free,0.0,4.0,"8,836",8836
Bike Race Free - Top Motorcycle Racing Games,top free games.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000000.0,racing,1.09,109.99,free,0.0,4.4,"2,778,354",2778354
Charles2,111%,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,arcade,0.99,4.99,no info available,0.0,4.5,"2,695",2695
Stick Fight: Shadow Warrior,homecooked games,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,action,0.59,49.99,free,0.0,4.1,"79,653",79653
PAKO Forever,tree men games,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,racing,1.09,8.49,free,0.0,4.3,"39,952",39952
Words Story - Addictive Word Game,great puzzle games,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,50000000.0,word,1.09,109.99,free,0.0,3.9,"475,505",475505
Marble Woka Woka,two desperados ltd,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,1.19,119.99,free,0.0,4.6,"166,92",16692
Toon Blast,peak,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000000.0,puzzle,0.99,109.99,free,0.0,4.7,"2,446,042",2446042
Ballz,ketchapp,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,0.99,2.99,free,0.0,3.8,"38,885",38885
Ultimate Jewel,balloon island,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,board,,,free,0.0,4.7,"86,129",86129
Sudoku - Free & Offline,fassor,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,1.99,1.99,free,0.0,4.4,"25,894",25894
PewDiePie's Tuber Simulator,outerminds inc.,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,casual,1.19,109.99,free,0.0,4.8,"1,874,015",1874015
Logo Quiz Ultimate,symblcrowd gmbh,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,trivia,0.89,8.99,free,0.0,3.9,"40,979",40979
Color Glow : Puzzle Collection,pivotgames. inc.,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,500000.0,puzzle,0.89,24.99,free,0.0,4.7,"7,877",7877
