purchases,ads,sharesinfo,shareslocation,usersinteract,age_rating,Parentalguidance,paidapp,Category2,Editors Choice,CompanyIsExperienced,Install per Avg,Rating3
0,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.83 ,4.3
1,1,0,0,1,everyone,0,0,Casual,0,0, 0.01 ,4.2
1,1,0,0,1,7+,0,0,Action,0,1, 2.18 ,4
1,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.49 ,4.4
0,1,0,0,0,everyone,0,0,Arcade,0,0, 0.13 ,4.3
1,1,0,0,0,12+,0,0,Arcade,0,0, 0.33 ,4.4
0,0,0,0,0,everyone,0,0,Action,0,1, 0.08 ,3.4
0,0,0,0,0,everyone,0,1,Puzzle,0,1, 0.00 ,4.7
0,1,0,0,0,everyone,0,0,Trivia,0,0, 1.07 ,3.5
1,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.37 ,4
1,1,0,1,1,12+,0,0,Card,0,0, 0.40 ,4.1
0,0,0,0,0,16+,0,1,Adventure,0,1, 0.01 ,4.5
1,0,0,0,0,everyone,0,0,Board,0,1, 0.02 ,3.9
1,1,0,0,0,everyone,0,0,Arcade,0,1, 1.01 ,4.4
0,1,0,0,0,everyone,0,0,Strategy,0,0, 0.52 ,4.4
0,1,0,0,0,everyone,0,0,Strategy,0,0, 1.53 ,4.2
0,1,0,0,0,everyone,0,0,Trivia,0,0, 0.05 ,4
1,1,0,0,1,16+,0,0,Action,0,1, 1.01 ,3.8
0,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.72 ,3.9
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.13 ,4
0,0,0,0,0,everyone,0,1,Board,0,1, 0.00 ,4.5
1,1,0,0,0,everyone,0,0,Casual,0,0, 0.37 ,4.5
1,1,0,0,0,12+,0,0,Casino,0,1, 1.56 ,4.4
1,1,0,0,0,everyone,0,1,Word,0,1, 0.02 ,4.2
1,1,0,0,0,12+,0,0,Puzzle,0,1, 0.70 ,4.6
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.83 ,4.1
0,1,0,0,0,everyone,0,0,Trivia,0,0, 0.16 ,3.9
1,1,0,0,0,everyone,0,0,Racing,0,1, 6.88 ,4.4
0,1,0,0,0,12+,0,0,Casino,0,1, 0.17 ,4.5
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.32 ,4.5
0,1,0,0,0,everyone,0,0,Arcade,0,0, 0.02 ,4.7
1,1,0,0,0,everyone,0,0,Music,0,0, 0.72 ,4.1
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.07 ,4.6
1,1,0,0,0,7+,0,0,Strategy,0,1, 1.04 ,4
1,1,0,0,0,everyone,0,0,Strategy,0,0, 0.17 ,4.1
0,1,0,0,0,everyone,0,0,Adventure,0,1, 0.05 ,3.3
1,1,0,1,0,16+,0,0,Simulation,0,1, 0.21 ,2.8
1,1,0,0,0,12+,0,0,Puzzle,0,1, 0.51 ,4
0,1,0,0,0,everyone,0,0,Adventure,0,1, 0.02 ,3.9
1,1,0,0,0,everyone,0,0,Word,0,1, 0.01 ,4
0,1,0,0,0,everyone,0,0,Word,0,1, 0.07 ,4.4
0,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.40 ,4.5
0,1,0,0,0,16+,0,0,Adventure,0,1, 0.14 ,4.1
0,1,0,0,0,12+,0,0,Action,0,1, 0.60 ,4.1
0,1,0,0,0,18+,0,0,Casual,0,1, 0.07 ,4
1,1,0,0,0,12+,0,0,Lifestyle,0,0, 0.54 ,4.5
1,1,0,0,0,16+,0,0,Action,0,1, 0.72 ,3.6
1,1,0,0,0,12+,0,0,Action,0,1, 0.68 ,4.4
0,1,0,0,0,18+,0,0,Simulation,0,0, 0.33 ,3.7
0,1,0,0,0,12+,0,0,Adventure,0,0, 0.31 ,3.5
1,1,0,0,0,everyone,0,0,Racing,0,1, 2.53 ,4.4
1,1,0,0,0,7+,0,0,Arcade,0,1, 0.04 ,4.4
1,1,0,0,0,everyone,0,0,Card,0,1, 0.10 ,4.5
0,1,0,0,0,everyone,0,0,Puzzle,0,0, 2.31 ,4.3
1,1,0,0,0,everyone,0,0,Casual,0,0, 0.04 ,4.1
1,0,0,0,0,everyone,0,0,Simulation,0,1, 0.05 ,4
0,1,0,0,0,everyone,0,0,Educational,0,0, 0.45 ,4.6
1,1,0,0,0,everyone,0,0,Strategy,0,1, 0.42 ,4
1,1,0,0,0,everyone,0,0,Action,0,1, 0.86 ,4
1,1,0,0,0,7+,0,0,Action,0,1, 0.04 ,4.2
1,1,0,0,1,everyone,0,0,Sports,0,0, 0.10 ,3.7
1,1,0,0,1,12+,0,0,Action,0,0, 0.16 ,3.8
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.57 ,4.5
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.52 ,4
0,1,0,0,0,everyone,0,0,Arcade,0,0, 0.31 ,3.8
1,1,0,0,1,everyone,0,0,Casual,0,1, 0.34 ,4.2
1,0,0,0,0,everyone,0,0,Board,0,1, 0.08 ,4.1
1,1,0,0,1,everyone,0,0,Arcade,0,0, 0.04 ,3.8
1,1,0,0,0,everyone,0,0,Adventure,0,1, 0.33 ,3.6
1,1,0,0,0,16+,0,0,Simulation,0,1, 0.65 ,4.2
1,1,0,0,0,everyone,0,0,Racing,0,0, 0.21 ,3.8
1,1,0,0,0,everyone,0,0,Racing,0,0, 2.20 ,4.1
1,1,0,0,1,everyone,0,0,Puzzle,0,0, 0.00 ,3.1
1,1,0,0,0,everyone,0,1,Action,0,1, 0.23 ,4
1,0,1,0,0,everyone,0,0,Racing,0,1, 1.93 ,4.5
1,1,0,0,0,everyone,0,0,Trivia,0,1, 0.19 ,3.9
0,1,0,0,0,everyone,0,0,Educational,0,0, 0.06 ,4.3
1,1,0,0,1,7+,0,0,Strategy,0,1, 0.23 ,4.6
1,1,0,0,1,everyone,0,0,Racing,0,1, 6.79 ,4.4
1,1,0,0,0,12+,0,0,Arcade,1,1, 1.54 ,4.3
1,1,0,0,1,everyone,0,0,Word,0,0, 0.01 ,4.1
1,1,0,0,0,everyone,0,0,Racing,0,1, 1.24 ,4.4
0,0,0,0,0,12+,0,1,Role Playing,0,0, 0.00 ,4.1
1,1,0,0,0,7+,0,1,Action,0,1, 0.86 ,4.5
0,0,0,0,1,7+,0,1,Role Playing,0,0, 0.01 ,4.4
1,1,0,0,0,7+,0,0,Action,0,1, 0.10 ,3.5
1,0,0,0,0,12+,0,0,Adventure,0,0, 1.39 ,4.2
1,1,0,0,0,everyone,0,0,Role Playing,0,0, 0.17 ,3.5
0,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.13 ,4.5
1,0,0,0,1,7+,0,0,Role Playing,0,0, 0.26 ,4.3
1,1,0,0,1,12+,0,0,Board,0,1, 0.12 ,3.7
1,1,0,0,0,everyone,0,0,Arcade,0,1, 2.15 ,4
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.41 ,4.5
1,1,0,0,0,everyone,0,0,Racing,0,1, 0.36 ,4
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.14 ,3.7
1,1,0,0,0,everyone,0,0,Racing,0,0, 0.05 ,4.1
0,0,0,0,0,everyone,0,0,Sports,0,0, 0.05 ,3.5
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.11 ,4.5
1,1,0,0,0,everyone,0,0,Racing,0,1, 0.18 ,3.5
0,1,0,0,0,everyone,0,0,Educational,0,1, 0.58 ,4.1
0,1,0,0,0,everyone,0,0,Educational,0,1, 0.47 ,4.1
1,1,0,0,0,everyone,0,0,Educational,0,1, 0.89 ,4.1
1,1,0,0,0,everyone,0,0,Arcade,0,1, 1.13 ,3.6
0,1,0,0,0,everyone,0,0,Casual,0,0, 0.20 ,3.9
1,0,0,0,1,everyone,0,0,Sports,0,0, 0.13 ,3.6
1,1,0,0,0,everyone,0,0,Educational,0,1, 3.17 ,4.4
0,1,0,0,0,everyone,0,0,Educational,0,1, 0.24 ,4
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.33 ,3.7
1,1,0,0,0,everyone,0,0,Educational,0,1, 1.14 ,4.4
1,1,0,0,0,everyone,0,0,Educational,0,1, 2.69 ,4.3
1,1,0,0,0,everyone,0,0,Educational,0,1, 1.24 ,4.2
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.22 ,4.3
1,1,0,0,0,16+,0,0,Action,0,1, 0.31 ,4.6
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.04 ,4.5
0,1,0,0,0,everyone,0,0,Casual,0,0, 0.08 ,3.6
1,1,0,0,0,12+,0,0,Puzzle,0,1, 0.23 ,4.5
1,1,0,0,0,everyone,0,0,Word,0,1, 0.15 ,4.2
1,0,0,0,0,everyone,0,0,Word,0,1, 0.06 ,3.6
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.81 ,4.1
1,1,0,0,0,everyone,0,0,Simulation,1,1, 0.09 ,4.4
1,0,0,0,0,everyone,0,0,Board,0,0, 0.02 ,4.7
1,1,0,0,0,everyone,0,0,Card,0,1, 0.03 ,4.5
1,1,0,0,0,everyone,0,0,Card,0,0, 0.01 ,4.6
1,1,0,0,0,everyone,0,0,Card,0,1, 0.44 ,4.7
1,0,0,0,1,everyone,0,0,Strategy,0,0, 0.13 ,4.3
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.23 ,4.4
1,1,0,0,1,everyone,0,0,Sports,0,0, 0.30 ,4.2
1,1,0,0,0,7+,0,0,Strategy,0,1, 0.22 ,4.4
1,1,0,0,1,everyone,0,0,Puzzle,0,0, 0.07 ,4.6
1,1,0,0,0,everyone,0,0,Card,0,1, 0.26 ,4.4
1,1,0,0,0,everyone,0,0,Adventure,0,0, 0.08 ,4
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.68 ,4.5
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.04 ,4.7
1,0,0,0,0,everyone,0,1,Casual,0,1, 0.02 ,4.5
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.30 ,4.5
1,1,1,0,0,7+,0,0,Action,0,1, 7.13 ,4.4
1,1,0,0,1,everyone,0,0,Casual,0,1, 0.09 ,4.2
1,1,0,0,0,everyone,0,0,Music,0,1, 2.02 ,3.8
0,1,0,0,0,7+,0,0,Action,0,1, 0.10 ,4
1,0,0,0,0,12+,0,0,Simulation,0,0, 0.32 ,4.4
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.00 ,3.8
1,1,0,0,0,everyone,0,0,Word,0,1, 0.35 ,4.6
1,1,0,0,1,everyone,0,0,Adventure,0,0, 0.02 ,3.3
0,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.16 ,4.6
1,1,0,0,0,12+,0,0,Role Playing,0,1, 2.58 ,4.3
0,1,0,0,0,everyone,0,0,Action,0,1, 0.29 ,3.6
1,1,0,0,0,everyone,0,0,Action,0,1, 0.11 ,4
0,0,0,0,0,18+,0,1,Arcade,0,1, 0.05 ,4.3
0,1,0,0,1,7+,0,0,Action,0,1, 0.06 ,2.7
1,1,0,0,0,everyone,0,0,Card,0,0, 0.03 ,4.5
1,0,1,0,0,everyone,0,0,Racing,0,1, 0.93 ,4.6
1,1,0,0,0,12+,0,0,Racing,1,1, 2.88 ,4.6
1,1,0,0,0,everyone,0,0,Racing,0,1, 1.25 ,4.2
1,1,0,0,0,everyone,0,0,Racing,0,0, 1.06 ,4
1,1,0,0,0,everyone,0,0,Educational,0,1, 0.13 ,4
0,0,0,0,0,everyone,0,1,Role Playing,0,1, 0.00 ,4.2
0,0,0,0,0,everyone,0,0,Role Playing,0,0, 0.01 ,3.9
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.32 ,3.9
1,0,0,0,0,everyone,0,1,Simulation,0,1, 0.00 ,4.3
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.79 ,4.5
1,1,0,0,0,everyone,0,0,Action,0,1, 0.17 ,4.1
0,1,0,0,0,12+,0,0,Racing,0,0, 0.02 ,3.9
1,1,0,0,0,everyone,0,0,Arcade,0,1, 4.06 ,4.5
0,1,0,0,0,7+,0,0,Adventure,0,0, 0.07 ,3.7
1,1,0,0,0,7+,0,0,Action,0,1, 0.24 ,4.1
1,1,1,0,0,12+,0,0,Adventure,0,1, 0.05 ,3.3
0,1,0,0,1,7+,0,0,Arcade,0,0, 0.14 ,4.5
1,1,0,0,1,everyone,0,0,Racing,1,1, 2.04 ,4.5
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.60 ,3.8
1,1,1,0,0,everyone,0,0,Simulation,0,0, 0.08 ,4.1
1,1,0,0,0,everyone,0,0,Racing,0,1, 0.05 ,4
1,0,0,0,0,12+,0,0,Puzzle,0,0, 0.14 ,4.4
1,1,0,0,0,everyone,0,0,Strategy,0,1, 0.02 ,4.4
1,0,0,0,0,everyone,0,0,Simulation,0,1, 0.14 ,3.9
1,1,0,0,0,everyone,0,0,Racing,0,1, 0.53 ,3.9
1,0,0,0,0,everyone,0,0,Simulation,0,1, 0.15 ,4.3
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.17 ,4.4
1,0,0,0,1,everyone,0,0,Card,0,0, 0.01 ,4
0,1,0,0,0,everyone,0,0,Casual,0,0, 1.24 ,4.3
0,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.39 ,4.4
0,0,0,0,0,everyone,0,1,Strategy,0,1, 0.03 ,4.5
1,1,0,0,0,everyone,0,0,Simulation,0,0, 0.04 ,4.3
0,1,0,0,0,everyone,0,0,Strategy,0,0, 0.02 ,4.6
1,1,0,0,0,everyone,0,0,Adventure,0,0, 0.10 ,4.2
1,0,0,0,0,everyone,0,0,Strategy,0,1, 0.01 ,4
1,1,0,0,1,everyone,0,0,Arcade,0,0, 0.11 ,3.9
0,0,0,0,0,everyone,0,0,Educational,0,1, 0.05 ,3.8
1,0,0,0,0,everyone,0,0,Adventure,0,1, 0.20 ,3.9
1,0,0,0,0,everyone,0,1,Simulation,0,1, 0.00 ,4
0,1,0,0,0,everyone,0,0,Trivia,0,1, 0.44 ,4.5
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.26 ,3.9
1,1,0,0,0,everyone,0,0,Simulation,0,0, 1.23 ,4
1,0,0,0,0,everyone,0,0,Sports,0,0, 0.03 ,3.8
1,1,0,0,0,everyone,0,0,Strategy,0,0, 0.02 ,4.1
1,1,0,0,0,everyone,0,0,Arcade,0,0, 0.37 ,3.7
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.06 ,4.2
1,1,0,0,1,16+,0,0,Role Playing,0,0, 0.34 ,4.4
0,0,0,0,0,12+,0,1,Strategy,0,1, 0.00 ,4.1
0,1,0,0,0,everyone,0,0,Sports,0,0, 0.15 ,4.2
1,1,0,0,0,everyone,0,0,Adventure,0,1, 2.59 ,4.3
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.26 ,4.2
1,1,0,0,0,everyone,0,0,Simulation,0,1, 6.31 ,4.1
1,1,0,0,0,everyone,0,0,Casual,0,1, 6.01 ,4.2
1,1,0,0,1,7+,0,0,Casual,0,1, 1.88 ,4.5
1,1,0,0,1,12+,0,0,Arcade,0,1, 1.32 ,4.1
1,1,0,0,0,everyone,0,0,Racing,0,1, 0.08 ,3.7
1,0,0,0,0,16+,0,1,Action,0,1, 0.06 ,4.3
1,0,0,0,0,everyone,0,0,Puzzle,0,0, 0.24 ,4.6
1,1,0,0,0,everyone,0,0,Racing,0,0, 0.34 ,4.4
1,1,0,0,0,7+,0,0,Arcade,1,0, 0.12 ,4.5
1,1,0,0,0,16+,0,0,Action,0,1, 0.89 ,4
1,1,0,0,0,18+,0,0,Action,0,1, 0.43 ,4.3
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.29 ,3.7
0,0,0,0,0,16+,0,1,Action,0,1, 0.02 ,4.7
1,1,0,0,0,7+,0,0,Racing,0,1, 0.15 ,3.7
0,1,0,0,0,everyone,0,0,Arcade,0,1, 3.17 ,4.4
1,1,1,0,1,everyone,0,0,Sports,0,0, 0.26 ,4
1,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.01 ,4.3
0,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.42 ,4.5
1,1,0,0,1,everyone,0,0,Puzzle,0,1, 0.16 ,4.5
1,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.14 ,4.4
1,1,0,0,0,everyone,0,0,Action,0,1, 0.02 ,4.4
1,1,0,0,0,everyone,0,0,Racing,0,1, 0.76 ,4.1
1,1,0,0,0,everyone,0,0,Music & Audio,0,1, 2.87 ,4.1
1,1,0,0,1,7+,0,0,Strategy,0,1, 0.51 ,4.4
1,1,0,0,0,everyone,0,0,Music,0,1, 0.25 ,4.6
1,1,0,0,0,7+,0,0,Simulation,0,1, 0.39 ,4.3
1,1,1,0,1,everyone,0,0,Adventure,0,0, 0.33 ,4.6
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.18 ,4.4
1,1,0,0,0,everyone,0,0,Music,0,0, 0.08 ,4.3
0,0,0,0,0,12+,0,1,Adventure,0,1, 0.01 ,4.8
0,0,0,0,0,7+,0,1,Puzzle,0,0, 0.01 ,4.4
1,1,0,0,1,7+,0,0,Adventure,0,0, 0.09 ,3.5
0,1,0,0,0,7+,0,0,Arcade,0,0, 0.10 ,4.2
1,0,0,0,1,12+,0,0,Action,1,1, 2.62 ,4
1,1,0,0,1,everyone,0,0,Strategy,0,0, 0.09 ,4.6
0,0,0,0,0,everyone,0,1,Puzzle,0,0, 0.01 ,4.5
1,0,0,0,0,everyone,0,0,Adventure,0,0, 0.10 ,4.6
1,1,0,0,0,12+,0,0,Action,0,0, 9.63 ,4.3
1,1,0,0,0,everyone,0,0,Racing,0,1, 0.05 ,4
1,1,0,0,0,12+,0,0,Puzzle,0,1, 2.45 ,4.2
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 1.05 ,4.4
1,1,0,0,1,everyone,0,0,Action,0,0, 0.25 ,4.5
0,1,0,0,0,everyone,0,0,Racing,0,1, 0.07 ,3.9
1,1,0,0,0,12+,0,0,Simulation,0,1, 0.92 ,4.5
1,1,0,0,1,everyone,0,0,Casual,0,1, 4.46 ,4.5
1,1,0,0,0,everyone,0,0,Arcade,0,0, 5.83 ,4.1
1,0,0,0,0,everyone,0,0,Simulation,0,0, 0.21 ,4.2
1,1,0,0,0,12+,0,0,Adventure,0,0, 0.06 ,4.1
1,1,0,0,0,everyone,0,0,Strategy,0,1, 0.38 ,4.4
1,1,0,0,0,12+,0,0,Adventure,0,0, 0.02 ,4.4
0,1,0,0,0,everyone,0,0,Educational,0,1, 0.08 ,4.4
1,1,0,0,0,everyone,0,0,Adventure,0,0, 0.05 ,4.2
0,0,0,0,0,18+,0,0,Adventure,0,0, 0.09 ,4.7
1,1,0,0,0,everyone,0,0,Racing,0,1, 0.07 ,4.4
1,1,0,0,0,everyone,0,0,Arcade,0,1, 1.18 ,4.2
1,1,0,0,0,everyone,0,0,Casual,0,0, 0.44 ,1.8
1,1,0,0,0,everyone,0,0,Trivia,0,0, 0.26 ,4.1
0,0,0,0,0,everyone,0,0,Puzzle,0,0, 0.11 ,4
1,1,0,0,0,everyone,0,0,Educational,0,1, 0.77 ,4.4
1,1,0,0,0,everyone,0,0,Educational,0,1, 0.29 ,4.3
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.29 ,4
1,0,0,0,0,everyone,0,0,Card,0,1, 0.07 ,4
0,1,0,0,0,everyone,0,0,Adventure,0,0, 0.28 ,3.3
1,1,0,0,0,everyone,0,0,Adventure,0,0, 2.84 ,4.1
1,0,0,0,1,12+,0,0,Action,0,0, 0.21 ,4.1
0,1,1,0,0,everyone,0,0,Card,0,0, 0.11 ,4.4
1,1,0,0,1,everyone,0,0,Education,0,0, 0.07 ,3.6
0,1,0,0,0,everyone,0,0,Board,0,0, 0.19 ,4.1
1,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.07 ,4.4
1,1,0,0,0,12+,0,0,Sports,0,1, 1.76 ,4.1
1,0,0,0,0,everyone,0,0,Educational,0,1, 0.12 ,3.9
0,1,0,0,0,everyone,0,0,Casual,0,1, 2.46 ,4.4
1,1,0,0,0,everyone,0,0,Simulation,0,1, 0.07 ,4.4
0,1,0,0,0,everyone,0,0,Card,0,0, 0.01 ,3.6
1,1,0,0,1,everyone,0,0,Puzzle,0,1, 0.58 ,4.5
1,0,0,0,1,everyone,0,0,Music,0,0, 0.24 ,4.3
1,0,0,0,1,12+,0,0,Strategy,0,0, 0.42 ,3.9
0,1,1,0,0,12+,0,0,Sports,0,0, 0.06 ,3.7
0,0,0,0,0,everyone,0,0,Casual,0,0, 0.05 ,3.9
1,1,0,0,0,everyone,0,0,Educational,0,1, 0.18 ,3.6
1,1,0,0,0,everyone,0,0,Simulation,0,1, 1.63 ,3.8
1,0,0,0,0,everyone,0,0,Educational,0,1, 0.14 ,3.8
1,1,0,0,0,everyone,0,0,Sports,0,0, 0.08 ,4.1
1,0,0,0,1,7+,0,0,Simulation,0,0, 0.35 ,3.4
1,0,0,0,0,everyone,0,0,Puzzle,0,1, 0.03 ,4.2
1,1,0,0,0,everyone,0,0,Casual,0,0, 0.06 ,4.2
0,1,0,0,0,everyone,0,0,Simulation,0,0, 0.33 ,4
1,1,0,0,0,everyone,0,0,Racing,0,1, 0.17 ,3.5
1,1,0,0,0,everyone,0,0,Music,0,0, 0.06 ,4.2
1,1,0,0,0,7+,0,0,Action,0,0, 0.03 ,4
1,0,0,0,0,7+,0,0,Strategy,0,1, 0.22 ,4.7
1,1,0,0,0,18+,0,0,Action,0,1, 4.19 ,4
1,1,0,0,0,12+,0,0,Simulation,0,0, 0.09 ,3.4
1,1,0,0,1,12+,0,0,Action,0,0, 0.49 ,4.5
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.41 ,4.4
1,1,0,0,1,12+,0,0,Action,0,1, 9.46 ,4.1
0,1,0,0,0,everyone,0,0,Arcade,0,1, 0.41 ,3.9
1,1,0,0,0,everyone,0,0,Arcade,0,0, 0.35 ,3.5
1,1,0,0,0,everyone,0,0,Arcade,0,0, 0.12 ,4.2
0,1,0,0,0,12+,0,0,Puzzle,0,1, 0.21 ,4.1
1,1,0,0,0,everyone,0,0,Arcade,0,1, 3.02 ,4.1
1,0,0,0,0,16+,0,0,Action,0,1, 0.21 ,3.9
1,1,0,0,0,12+,0,0,Action,0,1, 0.06 ,3.8
0,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.08 ,3.9
1,1,0,0,1,7+,0,0,Action,0,1, 0.15 ,4.1
0,1,0,0,0,everyone,0,0,Board,0,0, 0.09 ,4.4
1,1,0,0,0,everyone,0,0,Action,0,0, 0.22 ,4.5
1,1,0,0,0,16+,0,0,Puzzle,0,1, 0.89 ,4.4
0,1,0,0,0,12+,0,0,Card,0,1, 0.05 ,4.2
0,1,0,0,0,18+,0,0,Simulation,0,0, 2.27 ,4.1
1,1,0,0,0,everyone,0,0,Action,0,0, 0.64 ,4.5
1,0,0,0,0,everyone,0,0,Music,1,1, 0.29 ,4.2
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.19 ,4.5
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.19 ,4.3
1,1,0,0,0,12+,0,0,Simulation,0,1, 0.09 ,4.5
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.14 ,3.7
0,1,0,0,0,everyone,0,0,Simulation,0,0, 0.02 ,4.2
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.20 ,4.6
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.22 ,4.7
0,1,0,0,0,everyone,0,0,Trivia,0,1, 0.03 ,4.4
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.03 ,4.4
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.21 ,4.4
1,1,0,0,0,everyone,0,0,Casual,0,0, 0.04 ,3.8
1,1,0,0,0,everyone,0,0,Arcade,0,1, 0.02 ,4.4
1,1,0,0,0,7+,0,0,Simulation,0,1, 0.27 ,4.1
1,1,0,0,0,everyone,0,0,Racing,0,1, 0.83 ,3.9
1,1,0,0,0,7+,0,0,Action,0,1, 0.82 ,4
1,1,0,0,0,12+,0,0,Racing,0,1, 0.46 ,4.5
1,1,0,0,0,12+,0,0,Racing,0,1, 0.58 ,4.2
1,1,0,0,0,7+,0,0,Racing,0,1, 0.20 ,4.4
1,1,1,0,0,7+,0,0,Strategy,0,1, 0.60 ,4.1
0,1,0,0,0,12+,0,0,Racing,0,1, 0.85 ,4.2
1,1,0,0,0,12+,0,0,Racing,0,1, 2.42 ,4.3
1,1,0,0,1,7+,0,0,Action,0,0, 0.73 ,4
1,1,0,0,0,7+,0,0,Role Playing,0,1, 0.20 ,4.2
1,1,0,0,0,18+,0,0,Action,0,0, 0.28 ,4
1,1,0,0,0,12+,0,0,Puzzle,0,1, 0.94 ,4.2
1,1,0,0,0,everyone,0,0,Puzzle,0,1, 0.28 ,4.1
0,1,0,0,0,everyone,0,0,Board,0,0, 1.60 ,4.3
0,1,0,0,0,everyone,0,0,Sports,0,0, 0.01 ,4.3
0,1,0,0,0,everyone,0,0,Sports,0,1, 0.06 ,4.1
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.17 ,4.5
0,1,0,0,0,everyone,0,0,Sports,0,1, 0.07 ,3.8
1,1,0,0,0,everyone,0,0,Sports,0,0, 0.02 ,4
0,1,0,0,0,everyone,0,0,Arcade,0,1, 0.03 ,4.2
1,1,0,0,0,everyone,0,0,Strategy,0,0, 0.04 ,3.8
1,1,0,0,0,12+,0,0,Casino,0,0, 0.04 ,3.9
1,1,0,0,0,everyone,0,0,Sports,0,0, 0.10 ,3.9
1,1,0,0,0,everyone,0,0,Simulation,0,0, 0.01 ,3.7
0,1,0,0,0,everyone,0,0,Arcade,0,1, 2.17 ,3.9
0,1,0,0,0,7+,0,0,Simulation,0,0, 0.49 ,4
1,1,0,0,1,12+,0,0,Casual,0,0, 0.01 ,3.5
0,1,0,0,0,everyone,0,0,Board,0,1, 0.01 ,4.5
0,1,0,0,0,everyone,0,0,Simulation,0,0, 0.06 ,4
0,1,0,0,0,12+,0,0,Card,0,1, 0.31 ,4.3
0,1,0,0,0,12+,0,0,Card,0,1, 0.07 ,4.1
1,1,0,0,0,everyone,0,0,Trivia,0,0, 0.04 ,4.7
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.44 ,3.9
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.26 ,3.8
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.49 ,4.4
1,1,0,1,1,everyone,0,0,Casual,0,1, 0.08 ,4.5
1,1,0,0,0,7+,0,0,Strategy,0,1, 0.15 ,4.2
1,1,0,0,0,everyone,0,0,Casual,0,0, 1.22 ,4.4
1,1,0,0,0,everyone,0,0,Sports,0,1, 0.33 ,3.8
1,1,0,0,0,everyone,0,0,Casual,0,0, 0.26 ,4.8
0,0,0,0,0,everyone,0,0,Card,0,0, 0.01 ,4.5
0,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.27 ,4.3
1,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.06 ,4.3
1,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.08 ,4.6
0,0,0,0,0,everyone,0,0,Music,0,0, 0.02 ,4.4
1,1,0,1,1,everyone,0,0,Casual,0,1, 1.25 ,4.2
1,1,0,0,1,everyone,0,0,Casual,0,0, 0.27 ,3.8
1,1,0,0,0,everyone,0,0,Simulation,0,0, 0.14 ,4.4
1,1,0,0,0,everyone,0,0,Puzzle,0,0, 0.02 ,3.2
1,1,0,0,0,everyone,0,0,Casual,0,1, 0.68 ,4.4
0,1,0,0,0,everyone,0,0,Simulation,0,1, 0.19 ,3.2
