appname,fancyname,company,purchases,ads,sharesinfo,shareslocation,unrestrictedinternet,usersinteract,game,age_rating,Parentalguidance,Downloads,categorygame,low_price_item,top_price_item,price,paidapp,rating,numberreviews,cleaned_numberReviews,Released,Last Updated,CompanyIsExperienced
com.flaregames.superspellheroes,Super Spell Heroes,sviper,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,100000.0,strategy,1.09,109.99,free,0.0,4.3,"11,419",11419,"Aug 16, 2018","Sep 23, 2020",False
es.socialpoint.dragonland,<U+FEFF>Dragon Land,social point,1.0,1.0,1.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,adventure,0.99,99.99,free,0.0,4.5,"214,405",214405,"Mar 8, 2016","May 29, 2018",True
com.bigbadbros.lighthouse,Escape the Lighthouse Island,big bad bros,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,,,free,0.0,4.0,"12,191",12191,"Dec 12, 2016","Apr 27, 2017",False
com.tribeplay.drpandakindergarten,Dr. Panda Daycare,dr. panda,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000.0,role playing,,,4.49,1.0,4.6,"1,948",1948,"Nov 7, 2012","Jul 31, 2015",True
net.pyrosphere.lazors,Lazors,pyrosphere,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,0.99,0.99,free,0.0,4.2,"121,644",121644,"Mar 4, 2013","Oct 23, 2015",True
com.extremedevelopers.armada,Armada: Modern Tanks - Free Tank Shooting Games,extreme developers,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,action,1.09,109.99,free,0.0,4.4,"118,725",118725,"Sep 18, 2016","Jul 15, 2020",False
com.evogames.slavsforvk,Harvest Land,mysterytag,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,casual,0.55,109.99,free,0.0,4.3,"234,455",234455,"Oct 18, 2016","Oct 23, 2020",False
io.brutal.client.mobile,Brutal.io,profusion studios,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,action,,,free,0.0,3.8,"48,026",48026,"May 9, 2017","Jul 12, 2017",False
com.funiza.poolstrike,Pool Strike online 8 ball pool billiards free game,funiza games,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,1000000.0,sports,0.99,104.99,free,0.0,4.4,"45,328",45328,"Dec 26, 2016","Oct 20, 2020",False
com.gamecircus.CoinDozerHaunted,Coin Dozer: Haunted Ghosts,game circus llc,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casino,1.09,80.00,free,0.0,4.7,"30,151",30151,"Oct 5, 2016","Jan 06, 2017",True
com.barabapps.drinkneon,Drink Neon Cocktail Simulator,barabapps,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,simulation,,,free,0.0,3.7,"2,283",2283,"Sep 14, 2017","Dec 20, 2017",True
com.Love.Story.Games.Romance.Choice,Love Story Games: Time Travel Romance,webelinx love story games,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,simulation,5.49,5.49,free,0.0,4.0,"44,829",44829,"Dec 14, 2017","Oct 01, 2020",True
mobi.avenger.gamede,Die Zerst?rer,overmobile,1.0,1.0,0.0,0.0,0.0,1.0,1,7+,0.0,500000.0,role playing,0.76,25.48,free,0.0,3.8,"2,189",2189,"Mar 2, 2015","Mar 15, 2020",True
com.dbSoftware.sievolve,Survival Island: EVO 2,pridegamesstudio ou plc,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,adventure,1.19,119.99,free,0.0,4.1,"207,365",207365,"Jun 24, 2016","Sep 06, 2019",True
com.lnrgame.snowboard,Flip : Surfing Colors,leftright,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,0.89,25.99,free,0.0,3.5,"25,312",25312,"Mar 7, 2018","May 02, 2019",False
com.twodtwob.coloring.pixels,Happy Coloring by numbers - Unicorns by Pixels,2d2b games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,0.59,7.49,free,0.0,4.3,"23,553",23553,"Dec 16, 2017","Aug 25, 2020",True
air.com.moviestarplanet.roboblastplanet,BlockStarPlanet,moviestarplanet aps,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,5000000.0,adventure,1.49,75.00,free,0.0,4.1,"170,188",170188,"Dec 11, 2017","Nov 05, 2020",True
pro.cloudteam.miner,Dig it! - idle cat miner tycoon,cloudteam,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,simulation,1.99,54.99,free,0.0,4.5,"14,149",14149,"Oct 23, 2014","Nov 07, 2020",False
com.inertiasoftware.crossstitchworld,Cross-Stitch World,inertia software,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,4.79,46.09,free,0.0,4.7,"46,799",46799,"Mar 10, 2016","Oct 20, 2020",True
com.sharkparty.monopolybingo,MONOPOLY Bingo!,storm8 studios,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,casino,0.99,99.99,free,0.0,4.3,"186,379",186379,"Feb 18, 2015","Sep 21, 2020",True
com.foranj.farmisland,Farm Island: Hay Bay City Paradise,foranj,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,1.09,114.99,free,0.0,4.4,"20,839",20839,"Nov 10, 2017","Aug 03, 2020",True
com.frismos.dogworld,"Dog Town: Pet Shop Game, Care & Play with Dog",frismos games,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,simulation,1.09,39.99,free,0.0,4.2,"54,22",5422,"Aug 26, 2017","Oct 25, 2020",False
com.nimblebit.discozoo,Disco Zoo,nimblebit llc,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,0.83,32.89,free,0.0,4.7,"192,663",192663,"Apr 10, 2014","Oct 28, 2019",True
com.pokulan.aliveinshelter,Alive In Shelter,pokulan wojciech zomkowski,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,strategy,0.89,3.59,free,0.0,4.3,"33,269",33269,"Sep 17, 2016","Nov 20, 2020",False
com.factory608.DMS_ENG,Living Alone,608factory,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,casual,0.99,29.99,free,0.0,3.7,"3,073",3073,"Nov 30, 2016","Jul 25, 2017",False
jp.co.gagex.subaru2en,Showa Candy Shop 2,"gagex co.,ltd.",1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,adventure,1.19,29.99,free,0.0,4.5,"3,101",3101,"Aug 5, 2016","Jul 25, 2017",True
com.twitchyfinger.google.beaman,Be A Man: Do The Right Thing - Funny Puzzle Game,twitchy finger ltd.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,1.99,7.49,free,0.0,3.8,"5,495",5495,"Sep 12, 2017","Sep 10, 2020",True
com.gsoftteam.connectbubbles,Connect Bubbles?,g soft team,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,arcade,2.39,2.39,free,0.0,4.4,"38,452",38452,"Dec 1, 2012","Jul 17, 2020",False
com.apprope.wordbubbles,WordBubbles,apprope,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,word,0.99,54.17,free,0.0,4.5,"64,132",64132,"Oct 29, 2014","Nov 14, 2020",False
com.headupgames.bridgeconstructorportal,Bridge Constructor Portal,headup,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,,,5.49,1.0,4.6,"7,239",7239,"Dec 20, 2017","May 14, 2020",True
com.tuesdayquest.logicart,Hungry Cat Picross Purrfect Edition,tuesday quest,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,0.99,19.99,free,0.0,4.2,"16,969",16969,"Dec 14, 2013","Oct 21, 2020",True
com.gramgames.merged,Merged!,gram games limited,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,,,free,0.0,4.1,"20,502",20502,"Jan 27, 2016","Aug 26, 2020",True
com.frogmind.badland,BADLAND,frogmind,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,10000000.0,adventure,0.99,3.99,free,0.0,4.6,"1,546,145",1546145,"Nov 28, 2013","Mar 26, 2019",True
com.fiveamstudios.minigolfclassic,Mini Golf 3D Classic,5amstudios,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,sports,,,free,0.0,3.9,"5,146",5146,"Oct 18, 2016","Jan 21, 2020",False
dk.tactile.discoducks,Disco Ducks,tactile games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,1.09,109.99,free,0.0,4.6,"48,694",48694,"May 15, 2015","Nov 12, 2020",True
air.com.qublix.forestrescuetwo,Forest Rescue 2 Friends United,qublix games,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.85,169.99,free,0.0,4.7,"59,066",59066,"Jul 22, 2016","Jul 28, 2020",True
com.lonewolfgames.losttreasure,The Hunt for the Lost Treasure,syntaxity,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,adventure,1.09,1.09,3.19,1.0,4.4,"32,949",32949,"Aug 29, 2015","Oct 27, 2018",True
com.panu,Minesweeper for Android - Free Mines Landmine Game,minesweeper by panu vuorinen,0.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,puzzle,,,free,0.0,4.8,"20,743",20743,"Feb 26, 2010","Nov 24, 2020",False
com.gen8games.afmgolite,Anime Face Maker GO FREE,gen8 games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,1.29,1.29,free,0.0,4.2,"19,779",19779,"Dec 22, 2016","Aug 09, 2019",False
com.bbg.tiwdroid,The Inner World,headup,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000.0,adventure,,,2.99,1.0,4.0,"6,325",6325,"Jul 31, 2014","Feb 06, 2015",True
com.tinytouchtales.cardcrawl,Card Crawl,arnold rauers,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,card,0.59,4.99,free,0.0,4.2,"18,08",1808,"Aug 12, 2015","Sep 06, 2019",True
com.tinytouchtales.cardthief,Card Thief,arnold rauers,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,card,0.59,2.99,free,0.0,4.3,"14,206",14206,"Apr 21, 2017","Sep 04, 2019",True
freedom.bubble,Bubble Freedom,bubble shooter artworks,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,adventure,1.19,114.99,free,0.0,4.3,"50,908",50908,"Dec 7, 2017","Nov 01, 2020",True
com.ketchapp.spiral,Spiral,ketchapp,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,1.99,1.99,free,0.0,3.1,"19,42",1942,"Jan 28, 2017","Feb 28, 2017",True
com.nojoke.realpianoteacher,Real Piano Teacher,mobobi llc,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,music,1.09,42.99,free,0.0,4.5,"281,455",281455,"Dec 25, 2015","Jun 02, 2020",False
com.tivola.horsehotel.free,Horse Hotel - be the manager of your own ranch!,tivola,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,simulation,0.99,9.99,free,0.0,4.2,"31,289",31289,"Nov 8, 2017","Oct 29, 2020",True
com.mobirix.swipebrick4,Bricks Breaker Shot,mobirix,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,arcade,1.99,99.99,free,0.0,4.4,"13,358",13358,"Mar 26, 2018","Sep 24, 2020",True
com.mobirix.popjewel,Jewelry Pop Puzzle,mobirix,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,100000.0,puzzle,1.99,99.99,free,0.0,4.1,"2,127",2127,"Feb 26, 2018","Oct 07, 2020",True
com.drpanda.drpandacandyfactory.fun,Dr. Panda Candy Factory,dr. panda,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,2.29,3.49,free,0.0,3.5,"5,556",5556,"Oct 9, 2017","Oct 10, 2017",True
dk.xombat.airlinemanager2,Airline Manager 2,xombat development,1.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,500000.0,simulation,2.59,11.99,free,0.0,4.4,"27,583",27583,"Oct 19, 2016","Nov 22, 2018",True
com.rosenburgergames.randomnation,RandomNation - Politics Game,rosenburger games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,simulation,2.29,3.49,free,0.0,3.5,"6,114",6114,"Aug 24, 2015","Nov 07, 2020",False
com.fiveamp.pickcrafterapp,PickCrafter - Idle Craft Game,fiveamp,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,simulation,0.75,104.99,free,0.0,4.5,"292,735",292735,"Aug 15, 2014","Nov 26, 2020",False
com.norion.p007,Monster Breaker Hero,norion soft,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,arcade,1.09,35.99,free,0.0,4.4,"50,97",5097,"Oct 12, 2016","Nov 11, 2020",False
com.bandagames.miner,Dig Out! - Gold Digger,zimad,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,puzzle,1.09,109.99,free,0.0,3.8,"78,208",78208,"Jan 27, 2016","Nov 25, 2020",True
com.epicstars.pixelfieldgoogle,Pixelfield - Battle Royale FPS,epic stars,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,1000000.0,action,1.09,109.99,free,0.0,4.2,"21,086",21086,"Oct 11, 2016","Mar 21, 2018",False
com.tiramisu.driftmax2,Drift Max Pro - Car Drifting Game with Racing Cars,tiramisu,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,racing,0.99,119.99,free,0.0,4.6,"922,727",922727,"Dec 15, 2017","Nov 18, 2020",True
mytown.home,My Town : Home Dollhouse,my town games ltd,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,educational,,,free,0.0,4.2,"202,702",202702,"Jul 23, 2015","Nov 04, 2020",True
com.nordcurrent.sniperarena,Sniper Arena: PvP Army Shooter,nordcurrent,1.0,0.0,0.0,0.0,0.0,0.0,1,16+,0.0,10000000.0,action,0.99,109.99,free,0.0,4.1,"400,631",400631,"Nov 10, 2016","Sep 11, 2020",True
com.gamesoulstudio.backflipmadness,Backflip Madness,gamesoul studio,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,casual,,,0.79,1.0,4.4,"26,558",26558,"Aug 25, 2012","Oct 04, 2019",False
me.dreamsky.leagueofstickman,League of Stickman Free- Shadow legends(Dreamsky),dreamsky,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,action,1.06,110.17,free,0.0,4.5,"431,598",431598,"Aug 25, 2015","Nov 18, 2020",True
com.rappidstudios.simulatorbattlephysics,Epic Battle Simulator 2,rappid studios,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,simulation,0.99,29.99,free,0.0,4.3,"209,386",209386,"Mar 30, 2017","Oct 05, 2020",True
fantasy.survival.game.rpg,Grim Soul: Dark Fantasy Survival,kefir!,1.0,0.0,0.0,0.0,0.0,0.0,1,16+,0.0,10000000.0,role playing,0.89,54.99,free,0.0,4.3,"343,578",343578,"Feb 16, 2018","Nov 25, 2020",True
com.outfit7.movingeye.swampattack,Swamp Attack,outfit7 limited,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,50000000.0,action,0.99,99.99,free,0.0,4.6,"2,299,317",2299317,"Jul 31, 2014","Oct 28, 2020",True
com.ohmgames.paperplane,Paper Plane Planet,ohm games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,2.09,2.09,free,0.0,4.1,"26,121",26121,"Jun 28, 2018","Dec 04, 2019",False
com.phonegap.VoR,Truth or Dare. You Dare?,vorsoftware,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,casual,3.19,10.99,free,0.0,4.7,"6,532",6532,"Jul 29, 2017","Aug 30, 2020",False
com.timeplusq.drawnguess,Draw N Guess Multiplayer,time plus q games,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,word,0.71,74.99,free,0.0,3.5,"33,315",33315,"May 6, 2012","Nov 18, 2020",False
com.prycejones.owsoundboard,Oversounds,thomas pryce jones,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,music,7.99,7.99,free,0.0,3.6,"1,533",1533,"Feb 4, 2017","Sep 24, 2017",False
gokarting.minicadesmobile.com,Kart Stars,minicades mobile,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,racing,0.79,49.99,free,0.0,4.2,"19,197",19197,"Aug 20, 2015","Nov 18, 2020",True
com.XonStudio.UniversalSandbox,Ultimate Sandbox,xonstudio,0.0,1.0,0.0,0.0,0.0,1.0,1,16+,0.0,1000000.0,simulation,,,free,0.0,3.8,"81,444",81444,"Jan 1, 2017","Jul 16, 2020",False
com.easytech.ew4,European War 4: Napoleon,easytech,1.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,strategy,0.94,33.09,free,0.0,4.5,"130,369",130369,"Jun 27, 2014","Oct 12, 2020",True
air.SchoolPublic,School Days,mdickie,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,simulation,2.99,2.99,free,0.0,4.2,"225,354",225354,"May 23, 2015","Aug 25, 2020",True
air.SuperCity,Super City (Superhero Sim),mdickie,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,5000000.0,adventure,2.99,2.99,free,0.0,4.4,"134,925",134925,"May 29, 2016","Sep 11, 2020",True
com.bombsight.biplane.android,Pocket Squadron,bombsight games,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,action,1.49,2.09,free,0.0,4.5,"6,163",6163,"Jan 2, 2015","Aug 26, 2018",False
com.TinyMiracle.PuppetFighter,Puppet Fighter: 2 Players Ragdoll Arcade,tiny miracle,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,100000.0,arcade,1.39,1.39,free,0.0,4.3,"4,607",4607,"Mar 25, 2018","Jun 17, 2018",False
com.DNSstudio.MusketsOfAmerica,Muskets of America,dns studio,0.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,100000.0,strategy,,,free,0.0,3.8,"2,366",2366,"Apr 19, 2018","Dec 16, 2019",True
com.nimblebit.tinytower,Tiny Tower,nimblebit llc,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,simulation,0.99,41.99,free,0.0,4.6,"55,109",55109,"May 25, 2016","Nov 27, 2020",True
com.hazenberg.toracingmanager,Team Order: Racing Manager (Race Strategy Game),hazenberg games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,racing,0.99,99.99,free,0.0,3.7,"2,637",2637,"Mar 21, 2018","Mar 10, 2020",False
com.crescentmoongames.axeio,AXE.IO - Brutal Survival Battleground,crescent moon games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,arcade,0.99,49.99,free,0.0,3.7,"5,542",5542,"May 16, 2018","Aug 20, 2018",True
com.aag.battlerome.warsimulator,Battle of Rome : War Simulator,awesome action games,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,500000.0,action,0.99,49.99,free,0.0,4.0,"3,112",3112,"Aug 2, 2017","Nov 27, 2017",False
com.HomeNetGames.Warplanes,Warplanes: WW2 Dogfight,home net games,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,action,0.99,7.99,free,0.0,4.3,"23,09",2309,"Oct 16, 2018","Nov 14, 2020",True
com.jutsugames.operator,911 Operator DEMO,games operators s.a.,0.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,simulation,,,free,0.0,4.1,"22,284",22284,"Nov 30, 2017","Nov 17, 2020",True
com.cubesoftware.btw3,Block Tank Wars 3 ? Free Online Tank Shooter 3D,gdcompany,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,arcade,0.79,15.99,free,0.0,3.8,"5,436",5436,"May 9, 2018","May 13, 2018",True
com.herocraft.game.ww2,Strategy & Tactics: WW2,herocraft ltd.,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,strategy,2.09,52.99,free,0.0,3.6,"27,604",27604,"Mar 26, 2013","Mar 05, 2020",True
com.foursakenmedia.noblemen,Noblemen: 1896,foursaken media,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,5000000.0,action,1.09,109.99,free,0.0,4.1,"125,133",125133,"Aug 30, 2017","Jul 02, 2020",True
com.app.dreamkitsoccerv2,Dream Kit Soccer v2.0,kuchalana.com,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,sports,,,free,0.0,4.3,"24,058",24058,"Dec 2, 2017","Oct 17, 2020",False
air.Popscene,Popscene (Music Industry Sim),mdickie,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,music,2.99,2.99,free,0.0,4.2,"47,14",4714,"Jan 30, 2014","Jul 23, 2020",True
com.abstractsoft.hybridanimals,Hybrid Animals,abstract software inc.,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,5000000.0,simulation,1.99,3.59,free,0.0,4.1,"87,109",87109,"Jun 26, 2016","Nov 09, 2020",False
com.onetongames.kingofthehill,Grand Battle Royale: Pixel FPS,gamespire ltd.,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,action,0.99,14.99,free,0.0,4.1,"211,965",211965,"May 31, 2017","Jun 23, 2020",True
com.militogames.ww2sim,WW2 Battle Simulator,milito games,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,500000.0,simulation,5.49,54.99,free,0.0,4.2,"8,603",8603,"Apr 24, 2018","Jul 03, 2019",False
oxiwyle.allcountriessimulatorsecond,President Simulator Lite,oxiwyle,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,strategy,0.59,99.99,free,0.0,2.9,"9,409",9409,"Aug 21, 2017","Jul 12, 2019",True
com.mousecity.faraway3,Faraway 3: Arctic Escape,snapbreak,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,3.49,3.49,free,0.0,4.4,"17,109",17109,"May 22, 2018","Jul 23, 2020",True
net.hexage.redcon,REDCON,hexage,1.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,strategy,0.99,5.99,free,0.0,3.9,"56,026",56026,"Apr 19, 2016","Sep 04, 2019",False
com.logisk.hexio,Hexio,logisk,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,0.99,2.39,free,0.0,4.3,"6,156",6156,"Aug 16, 2018","Nov 10, 2020",True
com.gameshard.fidgetcube,Fidget Stress Cube 3D,gameshard,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,simulation,0.99,14.99,free,0.0,3.5,"3,951",3951,"Mar 21, 2017","Nov 08, 2020",False
com.PyjamaStudio.Jesus,Jesus Christ The Robot of the Future,pyjama studio,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000.0,adventure,2.39,4.79,free,0.0,4.5,"4,119",4119,"May 20, 2018","May 29, 2018",False
cz.rychtar.android.hashiwokakero,Build Bridges Puzzle,jan rycht?r,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,,,free,0.0,3.8,"1,381",1381,"May 16, 2013","Nov 12, 2014",False
com.raongames.bouneball,Bouncy Ball,raon games,0.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,puzzle,,,free,0.0,4.0,"258,182",258182,"Jul 25, 2012","Jun 23, 2020",True
com.magiumgames.magium,Magium - Text adventure RPG (CYOA),magium games,1.0,0.0,0.0,0.0,0.0,0.0,1,16+,0.0,500000.0,role playing,3.29,3.49,free,0.0,4.8,"44,36",4436,"Jul 31, 2016","Nov 11, 2020",False
com.bushiroad.en.bangdreamgbp,BanG Dream! Girls Band Party!,bushiroad international pte ltd_,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,music,1.09,109.99,free,0.0,4.6,"63,399",63399,"Apr 3, 2018","Nov 27, 2020",False
com.rayark.pluto,DEEMO,rayark international limited,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,music,1.99,10.99,free,0.0,4.7,"535,005",535005,"Dec 26, 2013","Nov 09, 2020",True
com.fruitheroes.legend,Fruit Block - Puzzle Legend,legend game inc.,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,casual,,,free,0.0,4.4,"263,635",263635,"Sep 16, 2017","Nov 25, 2020",False
com.ketchapp.skyward,Skyward,ketchapp,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,arcade,1.98,1.98,free,0.0,4.2,"272,544",272544,"Jan 21, 2015","Apr 09, 2015",True
com.mobirix.dart,Darts King,mobirix,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,sports,2.99,2.99,free,0.0,4.3,"77,107",77107,"Jan 28, 2016","Oct 07, 2020",True
com.color.puzzle.i.love.hue.blendoku.game,Color Puzzle Game + Download Free Hue Wallpaper,simplelife studio - puzzle games for free,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,2.50,2.50,free,0.0,4.8,"73,404",73404,"Dec 30, 2017","Nov 24, 2020",False
jp.co.unbalance.android.othello_free,The Othello,unbalance corporation,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,board,1.50,1.50,free,0.0,3.8,"3,966",3966,"Nov 12, 2013","Oct 19, 2020",True
com.FoxieGames.DinoWorldOnline,Dino World Online - Hunters 3D,app holdings,1.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,casual,2.49,74.99,free,0.0,4.3,"19,313",19313,"Dec 17, 2016","Feb 19, 2019",True
com.gamelikeapps.fapi.wcpredictor,Schedule for World Cup 2018 Russia,gamelikeapps,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,sports,2.29,2.29,free,0.0,4.4,"1,804",1804,"May 18, 2018","Jul 08, 2018",False
com.pp.ugandan.knuckles,Ugandan Knuckles and Chungus Battle Royale Online,megabile mobile online survival simulation games,0.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,action,,,free,0.0,4.3,"23,917",23917,"Jan 17, 2018","Jul 03, 2020",False
at.ner.lepsWorld3Plus,Lep's World 3 <U+0001F340><U+0001F340><U+0001F340>,nerbyte gmbh,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,50000000.0,casual,0.50,99.99,free,0.0,4.5,"861,828",861828,"Oct 31, 2013","Nov 25, 2020",True
com.explusalpha.Snes9xPlus,Snes9x EX+,robert broglia,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,arcade,,,free,0.0,4.3,"78,595",78595,"Jan 11, 2013","Jun 08, 2020",False
it.rortos.f18carrierlandinglite,F18 Carrier Landing Lite,rortos,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,simulation,2.99,10.99,free,0.0,4.4,"121,062",121062,"Feb 23, 2012","Oct 19, 2020",True
