appname,fancyname,company,purchases,ads,sharesinfo,shareslocation,unrestrictedinternet,usersinteract,game,age_rating,Parentalguidance,Downloads,categorygame,low_price_item,top_price_item,price,paidapp,rating,numberreviews,cleaned_numberReviews,Released,Last Updated,CompanyIsExperienced
com.yato.wood.blockpuzzle,Wood Block Puzzle,magic puzzle games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,,,free,0.0,4.5,"20,397",20397,"Jun 25, 2017","Aug 26, 2020",False
jp.co.translimit.braindots,Brain Dots,"translimit, inc",1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,1.04,5.17,free,0.0,4.3,"587,487",587487,"Jul 5, 2015","Nov 17, 2020",True
air.com.globz.omgz,Mucho Party,globz,1.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,100000.0,board,3.99,3.99,free,0.0,2.5,"2,929",2929,"Jul 7, 2014","Jun 30, 2020",False
com.seavus.yatzyultimate.droid,Yatzy Ultimate,snowballgames,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,500000.0,board,0.99,54.99,free,0.0,4.2,"10,609",10609,"Dec 9, 2015","May 20, 2020",False
com.celticspear.shikaku,Shikaku Ultimate,celtic spear,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000.0,puzzle,1.79,6.99,free,0.0,4.6,"4,269",4269,"Dec 24, 2015","Aug 11, 2016",True
com.GFX47.Gladiabots,Gladiabots,gfx47,1.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,simulation,0.59,199.99,free,0.0,4.1,"14,202",14202,"Apr 23, 2016","Aug 13, 2020",False
com.etermax.apalabrados.lite,Aworded Crack,etermax,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,word,1.09,109.99,free,0.0,4.2,"360,125",360125,"Oct 19, 2011","Nov 11, 2020",True
com.wooggames.brainitonthetruck,Brain it on the truck!,wooggames,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,puzzle,0.69,2.59,free,0.0,4.4,"47,749",47749,"Jun 19, 2016","Jul 27, 2019",True
com.limbic.towermadness2,Tower Madness 2: 3D Defense,limbic,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,strategy,1.10,3.34,free,0.0,4.6,"68,329",68329,"Jan 23, 2014","Nov 24, 2015",True
properties.superbru,Superbru Predictor & Fantasy Sports Games,sportengage ltd,1.0,1.0,1.0,0.0,0.0,1.0,1,everyone,0.0,100000.0,sports,,,free,0.0,4.2,"5,252",5252,"Mar 10, 2013","Jun 04, 2018",False
com.havos.wordpuzzle,Word Fit Puzzle,havos ltd,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,word,,,free,0.0,4.3,"45,167",45167,"Sep 14, 2013","Oct 05, 2020",True
com.bestkidgames.animalspuzzles,Animals Puzzles,bkg studio,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,educational,1.59,1.59,free,0.0,4.0,"3,937",3937,"Dec 11, 2016","Oct 23, 2019",False
uk.co.aifactory.heartsfree,Hearts Free,ai factory limited,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,card,,,free,0.0,4.5,"75,212",75212,"Sep 15, 2011","Nov 03, 2020",True
com.magmamobile.game.Words,Words,magma mobile,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,,,free,0.0,4.4,"123,629",123629,"Jul 6, 2012","Feb 21, 2019",True
com.androbaby.firstanimalsforbaby,First Words for Baby: Animals,androbaby,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,educational,1.99,1.99,free,0.0,4.3,"1,329",1329,"Feb 9, 2016","Sep 10, 2019",True
com.androbaby.firstwordsforbaby,First Words for Baby,androbaby,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,educational,1.99,1.99,free,0.0,4.3,"6,613",6613,"Jan 5, 2016","Aug 19, 2019",True
com.TreetopCrew.VirtualBeggar,Virtual Beggar,treetop crew,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,5000000.0,casual,0.99,54.99,free,0.0,4.4,"152,968",152968,"Nov 14, 2014","Nov 23, 2019",False
com.ffgames.racingincar2,Racing in Car 2,fast free games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000000.0,racing,2.29,6.49,free,0.0,3.9,"412,791",412791,"Nov 12, 2016","Jun 23, 2020",True
air.com.noxgames.PuppetSoccer2014,<U+26BD>Puppet Soccer 2014 - Big Head Football <U+0001F3C6>,noxgames - free big head puppet sports,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,sports,0.99,199.99,free,0.0,4.3,"407,852",407852,"May 7, 2014","Nov 26, 2020",True
com.hil_hk.euclidea,Euclidea,horis international limited,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.99,14.99,free,0.0,4.7,"73,009",73009,"Apr 19, 2016","Oct 07, 2020",True
com.ironhidegames.android.kingdomrush,Kingdom Rush,ironhide game studio,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,10000000.0,strategy,1.19,54.99,free,0.0,4.7,"475,309",475309,"May 15, 2013","Jul 27, 2020",True
com.lightbot.lightbothoc,Lightbot : Code Hour,spritebox llc,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,,,free,0.0,4.5,"15,27",1527,"Nov 20, 2013","Dec 02, 2016",False
com.wb.goog.ellen.psych,Psych! Outwit Your Friends,warner bros. international enterprises,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,word,1.06,3.21,free,0.0,4.6,"32,162",32162,"Oct 8, 2015","Nov 20, 2020",True
com.linkdesks.iBubble,Bubble Shooter Legend,bubble joy,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,casual,0.99,104.99,free,0.0,4.5,"189,727",189727,"Aug 17, 2014","Nov 27, 2020",False
com.nintendo.zaca,Animal Crossing: Pocket Camp,"nintendo co., ltd.",1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,simulation,1.09,89.99,no info available,0.0,4.3,"441,641",441641,"Nov 20, 2017","Nov 12, 2020",True
com.zeptolab.ctrm.free.google,Cut the Rope: Magic,zeptolab,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,0.99,99.99,free,0.0,4.6,"450,365",450365,"Dec 16, 2015","Nov 03, 2020",True
com.FDGEntertainment.redball4.gp,Red Ball 4,fdg entertainment gmbh & co.kg,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000000.0,arcade,2.49,2.49,free,0.0,4.5,"1,802,824",1802824,"Oct 24, 2014","Jul 10, 2020",True
com.bdj.vortexDroid,Rolly Vortex,voodoo,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,arcade,0.99,4.99,free,0.0,4.4,"166,044",166044,"Dec 6, 2017","Sep 16, 2020",True
com.nekki.vector2,Vector 2,nekki,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,10000000.0,arcade,0.83,16.99,no info available,0.0,4.4,"724,955",724955,"May 16, 2016","Jul 07, 2017",True
jt.slither.blocks,Slither vs Circles: All in One Arcade Games,jt lab,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,arcade,,,free,0.0,4.2,"26,314",26314,"Jun 19, 2017","Nov 05, 2018",False
net.mobilecraft.realbasketball,Real Basketball,casual monster,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,sports,2.20,84.00,free,0.0,4.4,"1,607,516",1607516,"Feb 25, 2013","Jun 18, 2020",False
com.quantumdesigngroup.Airplane,Airplane!,quantum design group,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,arcade,0.73,23.87,free,0.0,4.3,"214,144",214144,"Sep 24, 2013","May 07, 2017",False
com.standylan.dunkhit,Dunk Hit,voodoo,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,sports,3.59,3.59,free,0.0,4.4,"53,917",53917,"Oct 20, 2017","Nov 16, 2020",True
com.honikougames.royale.io,Bumper.io,voodoo,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,arcade,4.19,4.19,free,0.0,4.0,"52,963",52963,"Aug 9, 2018","Nov 18, 2020",True
com.bearbit.smashyroadarena,Smashy Road: Arena,bearbit studios b.v.,1.0,1.0,1.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,action,1.19,5.99,free,0.0,4.1,"54,653",54653,"Dec 5, 2016","Aug 04, 2020",True
com.powerplaymanager.biathlonmania,Biathlon Mania,"powerplay manager, s.r.o.",1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,sports,0.99,224.99,free,0.0,4.2,"15,182",15182,"Dec 20, 2016","Oct 14, 2020",True
com.gameloft.android.ANMP.Gloft5DHM,Dungeon Hunter 5 ? Action RPG,gameloft se,1.0,1.0,0.0,0.0,0.0,1.0,1,16+,0.0,10000000.0,role playing,0.50,199.99,free,0.0,4.0,"750,032",750032,"Mar 11, 2015","Oct 21, 2020",True
com.snailgamesusa.reborn,Blade Reborn - Forge Your Destiny,snail games usa inc,1.0,0.0,0.0,0.0,0.0,1.0,1,12+,0.0,500000.0,action,0.99,99.99,free,0.0,3.8,"7,349",7349,"May 23, 2018","Jun 23, 2020",True
com.zitga.ninja.stickman.legends,Stickman Legends: Ninja Warrior - Shadow of War,zitga pte. ltd.,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,10000000.0,action,0.79,79.99,free,0.0,4.5,"346,376",346376,"Mar 10, 2017","Nov 27, 2020",True
com.ubisoft.assassinscreed.identity,Assassin's Creed Identity,ubisoft entertainment,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,1000000.0,action,1.99,99.99,2.99,1.0,3.6,"56,518",56518,"May 18, 2016","Nov 07, 2018",True
com.dimchi.crush,Will it Crush?,voodoo,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,simulation,2.79,134.99,free,0.0,3.6,"37,974",37974,"May 8, 2018","Nov 17, 2020",True
com.glu.dino,DINO HUNTER: DEADLY SHORES,glu,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,50000000.0,action,1.09,109.99,free,0.0,4.5,"1,452,673",1452673,"Jul 8, 2014","Sep 04, 2019",True
com.madfingergames.deadtrigger2,DEAD TRIGGER 2 - Zombie Survival Shooter FPS,madfinger games,1.0,1.0,0.0,0.0,0.0,1.0,1,16+,0.0,50000000.0,action,1.79,89.99,free,0.0,4.6,"2,945,088",2945088,"Oct 23, 2013","Nov 04, 2020",True
br.com.tapps.leagueofgamers,League of Gamers - Be an E-Sports Legend!,tapps games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,simulation,2.19,54.99,free,0.0,4.1,"91,395",91395,"Apr 20, 2017","Jul 07, 2020",True
com.rovio.battlebay,Battle Bay,rovio entertainment corporation,1.0,1.0,0.0,0.0,0.0,1.0,1,7+,0.0,10000000.0,action,0.99,99.99,free,0.0,4.4,"389,236",389236,"May 3, 2017","Oct 01, 2020",True
com.epicactiononline.ffxv.ane,Final Fantasy XV: A New Empire,epic action llc,1.0,0.0,0.0,0.0,0.0,1.0,1,7+,0.0,10000000.0,strategy,1.09,349.99,free,0.0,3.5,"541,889",541889,"Jun 28, 2017","Sep 11, 2020",False
es.socialpoint.MonsterLegends,Monster Legends,social point,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,50000000.0,simulation,0.39,109.99,free,0.0,4.6,"2,905,997",2905997,"Jun 12, 2014","Nov 24, 2020",True
com.pomelogames.DinoPeople,Dinosaurs Are People Too,pomelo games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,4.29,104.99,free,0.0,4.3,"19,634",19634,"Sep 4, 2018","Nov 12, 2020",True
com.ironhidegames.android.kingdomrushfrontiers,Kingdom Rush Frontiers,ironhide game studio,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,strategy,1.09,54.99,2.09,1.0,4.8,"126,124",126124,"Sep 25, 2013","Nov 04, 2020",True
com.plarium.vikings,Vikings: War of Clans,plarium  llc,1.0,0.0,0.0,0.0,0.0,1.0,1,7+,0.0,10000000.0,strategy,1.99,104.99,free,0.0,4.5,"891,596",891596,"Aug 10, 2015","Oct 05, 2020",True
com.idspe.tanks2,Tanks A Lot! - Realtime Multiplayer Battle Arena,boombit games,1.0,1.0,0.0,0.0,0.0,1.0,1,7+,0.0,5000000.0,action,0.99,109.99,free,0.0,4.4,"144,054",144054,"Aug 21, 2018","Nov 27, 2020",True
com.frogmind.badlandbrawl,Badland Brawl,frogmind,1.0,1.0,0.0,0.0,0.0,1.0,1,7+,0.0,5000000.0,strategy,1.09,104.99,free,0.0,4.4,"87,823",87823,"Oct 9, 2018","Nov 26, 2020",True
com.rappidstudios.simulatorbattlearmy,Army Battle Simulator,rappid studios,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,simulation,0.99,19.99,free,0.0,4.2,"45,243",45243,"Aug 19, 2017","Apr 11, 2019",True
com.zeptolab.thieves.google,King of Thieves,zeptolab,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,strategy,0.99,209.99,free,0.0,4.5,"1,207,070",1207070,"Mar 4, 2015","Nov 17, 2020",True
com.ironhidegames.android.kingdomrushorigins,Kingdom Rush Origins,ironhide game studio,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,500000.0,strategy,1.19,49.99,3.19,1.0,4.8,"95,754",95754,"Nov 20, 2014","Jul 01, 2020",True
air.com.aceviral.mutantfightingcup2,Mutant Fighting Cup 2,ace viral,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,10000000.0,action,2.99,29.99,free,0.0,4.4,"225,35",22535,"Feb 15, 2016","Sep 28, 2020",True
com.gamefirst.arkofcraftsdinosaurs,Jurassic Survival Island: Dinosaurs & Craft,gamefirst mobile,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,5000000.0,adventure,0.59,119.99,free,0.0,4.3,"141,052",141052,"Dec 29, 2016","Apr 02, 2020",True
mobi.happytowers.gamede,Wolkenkratzer,allmobile,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,500000.0,strategy,0.76,25.48,free,0.0,3.6,"3,626",3626,"Jun 7, 2014","Oct 01, 2020",False
com.huuugetaptapgames.rollercoaster,Rollercoaster Dash - Rush and Jump the Train,"huuuge - tap tap games, ltd",1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,racing,1.09,9.49,free,0.0,4.4,"42,696",42696,"May 31, 2018","Apr 17, 2019",True
com.mgs.sniper1,Sniper Strike ? FPS 3D Shooting Game,mobile gaming studios ltd.,1.0,1.0,0.0,0.0,0.0,1.0,1,18+,0.0,10000000.0,action,1.09,109.99,free,0.0,4.4,"253,308",253308,"Nov 27, 2017","Nov 16, 2020",True
air.com.beigeelephant.thisissand,"Thisissand - Art, Creativity & Relaxation",beige elephant,1.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,500000.0,casual,0.89,1.79,free,0.0,4.4,"10,878",10878,"Jun 5, 2014","Oct 31, 2017",False
com.game.space.shooter2,Space Shooter: Galaxy Attack,onesoft,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,arcade,0.99,99.99,free,0.0,4.6,"328,858",328858,"Apr 5, 2017","Nov 25, 2020",True
br.com.tapps.weareilluminati,We Are Illuminati - Conspiracy Simulator Clicker,tapps games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,simulation,2.19,26.99,free,0.0,4.5,"330,041",330041,"Nov 2, 2017","Sep 25, 2020",True
com.notdoppler.earntodie,Earn to Die,not doppler,0.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,racing,,,0.99,1.0,4.6,"81,839",81839,"Mar 11, 2013","Feb 26, 2016",True
com.wiz.weed.game,Wiz Khalifa's Weed Farm,metamoki,1.0,1.0,0.0,0.0,0.0,0.0,1,18+,0.0,5000000.0,simulation,1.09,99.99,free,0.0,4.7,"161,16",16116,"Apr 18, 2017","Aug 17, 2020",True
com.MetalPop.UnlockIt,Unlock It - A fun logic puzzle,metalpop games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,1.99,9.99,free,0.0,4.1,"8,287",8287,"Apr 18, 2015","Jun 02, 2020",False
com.digitalextremes.warframenexus,Warframe,digital extremes,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,action,,,free,0.0,4.6,"34,671",34671,"Apr 30, 2013","Nov 24, 2020",False
com.swordfighting.stickmanshadow,Overdrive - Ninja Shadow Revenge,gms adventure,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,5000000.0,action,0.99,49.99,free,0.0,4.2,"64,629",64629,"Nov 4, 2017","Jun 29, 2020",True
com.companyname.Minigolf,Monogolf,livito,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,2.19,3.29,free,0.0,4.2,"18,678",18678,"Jul 17, 2017","Jun 01, 2019",False
com.candysoft.HAHWVIP,Devil Twins: VIP,"candy soft, inc",1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,role playing,0.89,94.99,0.89,1.0,4.4,"35,888",35888,"Apr 13, 2016","Nov 06, 2020",False
com.asobimo.toramonline,RPG Toram Online,"asobimo, inc.",1.0,0.0,1.0,0.0,0.0,1.0,1,12+,0.0,5000000.0,role playing,0.99,79.99,free,0.0,4.5,"735,944",735944,"Jul 9, 2015","Nov 25, 2020",False
com.proxy42.father.io,Father.IO AR FPS,proxy42 inc,0.0,0.0,0.0,1.0,0.0,0.0,1,12+,0.0,1000000.0,action,,,free,0.0,3.4,"10,417",10417,"Dec 6, 2017","Nov 05, 2018",False
com.nttsolmare.game.android.def,Moe! Ninja Girls / Sexy Happenings at Ninja School,ntt solmare corp.,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,adventure,1.09,109.99,free,0.0,4.3,"65,658",65658,"Dec 18, 2016","Oct 26, 2020",True
com.TopVR.VRPaintball,VR Paintball (Multiplayer),topvr,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,action,,,free,0.0,3.1,"2,703",2703,"Mar 21, 2017","Nov 11, 2018",False
com.olympus.assemblyline,Assembly Line,olympus,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,strategy,,,free,0.0,4.3,"60,131",60131,"Sep 3, 2017","Sep 26, 2018",False
com.leodesol.games.puzzlecollection,"Puzzlerama - Lines, Dots, Blocks, Pipes & more!",leo de sol games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,puzzle,2.09,48.99,free,0.0,4.5,"172,9",1729,"Oct 26, 2016","Aug 21, 2020",True
com.gameloft.android.ANMP.GloftINHM,Blitz Brigade - Online FPS fun,gameloft se,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,10000000.0,action,0.50,99.99,free,0.0,4.0,"1,588,350",1588350,"May 9, 2013","Jul 13, 2020",True
com.criticalhitsoftware.jigsawpuzzle,Jigsaw Puzzle: Create Pictures with Wood Pieces,critical hit software,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.73,149.99,free,0.0,4.4,"39,458",39458,"Jun 13, 2013","Nov 19, 2020",False
com.rottzgames.realjigsaw,Jigsaw Puzzles Real,rottz games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,7.99,7.99,free,0.0,4.6,"254,983",254983,"Apr 20, 2014","Oct 21, 2020",True
com.notdoppler.crashofcars,Crash of Cars,not doppler,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,racing,0.99,21.99,free,0.0,4.3,"354,444",354444,"Mar 22, 2017","Oct 12, 2020",True
com.i6.f18airplanesimulator3d,F18 Airplane Simulator 3D,i6 games,0.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,5000000.0,action,,,free,0.0,3.9,"40,053",40053,"Apr 9, 2015","Apr 21, 2015",True
com.gameone.colorhockey.free,Color Hockey,gameone,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,arcade,,,free,0.0,3.8,"81,824",81824,"Apr 20, 2017","Jul 02, 2020",True
it.rortos.f18carrierlandingii,Carrier Landings,rortos,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,3.99,7.99,free,0.0,4.3,"127,13",12713,"Jul 11, 2014","Oct 13, 2020",True
com.wizardgames.gunsroyale,Guns Royale - Multiplayer Blocky Battle Royale,wizard games incorporated,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,action,2.29,54.99,free,0.0,4.5,"24,359",24359,"Nov 1, 2017","Aug 04, 2018",True
com.hutchgames.smashbandits,Smash Bandits Racing,hutch games,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,5000000.0,racing,1.01,90.34,free,0.0,4.5,"279,824",279824,"Apr 1, 2014","Nov 20, 2017",True
com.gamehivecorp.beattheboss4,Beat the Boss 4,game hive corporation,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,action,1.60,108.57,free,0.0,4.3,"324,755",324755,"Sep 23, 2015","Oct 22, 2020",True
com.alanapps.standoff,Standoff Multiplayer,axlebolt,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,10000000.0,action,0.54,10.99,free,0.0,4.1,"400,858",400858,"Jul 26, 2015","Aug 22, 2019",True
com.gamehivecorp.tapmoney,Tap Tycoon,game hive corporation,1.0,1.0,0.0,1.0,0.0,1.0,1,everyone,0.0,5000000.0,simulation,1.39,69.89,free,0.0,4.6,"237,218",237218,"Dec 16, 2015","Jul 10, 2018",True
com.rebeltwins.dragonhills2,Dragon Hills 2,rebel twins,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,5000000.0,action,1.69,19.99,free,0.0,4.1,"55,886",55886,"Oct 11, 2017","Oct 26, 2020",True
ru.artemnaumov.soulbough,SoulBough,artem naumov,0.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,action,,,free,0.0,4.1,"9,217",9217,"Jan 7, 2018","Nov 25, 2020",False
com.ankama.kingtongue,King Tongue,ankama games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,2.39,2.39,free,0.0,4.3,"36,458",36458,"May 19, 2016","Aug 29, 2018",True
com.masomo.headball2,Head Ball 2,masomo gaming,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,sports,0.99,119.99,free,0.0,4.1,"1,007,920",1007920,"Apr 16, 2018","Nov 19, 2020",False
com.dle.respawnables,Respawnables - TPS Special Forces,digital legends entertainment sl,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,action,1.19,239.99,free,0.0,4.3,"1,608,572",1608572,"Mar 7, 2014","Nov 13, 2020",False
com.i6.FlightSimulatorAirplane3D,Flight Simulator: Fly Plane 3D,i6 games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000000.0,simulation,,,free,0.0,4.1,"689,001",689001,"May 8, 2014","Mar 01, 2017",True
com.upopa.hopeless3,Hopeless 3: Dark Hollow Earth,upopa games,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,action,0.99,59.99,free,0.0,4.6,"38,326",38326,"Feb 22, 2017","Jun 14, 2017",True
com.mtsfreegames.impossiblemegaramp,Impossible Mega Ramp 3D,mts free games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,simulation,1.99,99.99,free,0.0,4.1,"4,687",4687,"Dec 27, 2017","Mar 28, 2020",True
com.nekki.vector,Vector,nekki,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000000.0,arcade,0.74,3.71,no info available,0.0,4.5,"3,202,981",3202981,"Feb 7, 2013","Feb 10, 2020",True
io.voodoo.goplane1,Go Plane,voodoo,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,arcade,3.29,3.29,free,0.0,4.2,"65,358",65358,"Dec 19, 2017","Nov 19, 2018",True
com.RansackedStudios.zombies,Zombie Scrapper,ransacked studios,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,100000.0,action,0.73,5.40,free,0.0,3.5,"4,085",4085,"Mar 8, 2015","Mar 16, 2019",False
com.bluebraingames.thehouseofdavinci,The House of Da Vinci,blue brain games s.r.o.,0.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,puzzle,,,5.49,1.0,4.7,"19,204",19204,"Aug 25, 2017","Jul 15, 2020",False
com.wb.goog.injustice,Injustice: Gods Among Us,warner bros. international enterprises,1.0,0.0,0.0,0.0,0.0,0.0,1,16+,0.0,10000000.0,action,1.09,114.99,free,0.0,4.4,"2,480,419",2480419,"Nov 5, 2013","May 21, 2020",True
com.maxgames.stickwarlegacy,Stick War: Legacy,max games studios,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,50000000.0,strategy,2.49,114.99,free,0.0,4.4,"1,158,553",1158553,"Jan 31, 2016","Nov 12, 2020",True
com.fourdesire.spacewalk,Walkr: Fitness Space Adventure,fourdesire,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,adventure,0.99,104.59,free,0.0,4.5,"63,776",63776,"Feb 23, 2016","Nov 06, 2020",False
com.ustwo.monumentvalley2,Monument Valley 2,ustwo games,0.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,puzzle,,,5.49,1.0,4.7,"15,806",15806,"Nov 6, 2017","Jan 23, 2020",True
com.sometimeswefly.littlealchemy,Little Alchemy,recloak,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,,,free,0.0,4.4,"188,024",188024,"Jun 22, 2012","Jan 31, 2020",True
com.disney.emojimatch_goo,Disney Emoji Blitz,"jam city, inc.",1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,0.89,99.99,free,0.0,4.4,"386,49",38649,"Jul 13, 2016","Nov 20, 2020",True
pl.idreams.SkyForceReloaded2016,Sky Force Reloaded,infinite dreams,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,5000000.0,arcade,0.99,1.99,free,0.0,4.4,"172,958",172958,"Jun 1, 2016","Mar 04, 2020",True
sk.phx.terrarium,Terrarium: Garden Idle,green panda games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,2.19,109.99,free,0.0,4.7,"255,555",255555,"Sep 5, 2018","Sep 07, 2020",True
com.dmg.findthebalance,Find The Balance - Physical Funny Objects Puzzle,digital melody,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,0.99,2.99,free,0.0,3.5,"1,004",1004,"Sep 27, 2017","Jun 05, 2018",True
com.pivotgames.puzzleglow.gp,Puzzle Glow : Brain Puzzle Game Collection,pivotgames. inc.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.89,24.99,free,0.0,4.6,"20,539",20539,"Aug 8, 2018","Oct 26, 2020",True
