purchases,ads,sharesinfo,shareslocation,usersinteract,age_rating,Parentalguidance,paidapp,Category2,Editors Choice,CompanyIsExperienced,Install per Avg,Rating3,install_scaled,rating_scaled,predictor
1,1,0,0,1,12+,0,0,Action,0,1,13.86,4.6,4.913140358,1.21244748,5.956924646
1,1,0,0,0,everyone,0,0,Simulation,0,0,1.21,4.4,0.080233251,0.664799597,0.053339033
0,1,0,0,0,12+,0,0,Card,0,1,0.03,4.2,-0.37058338,0.117151715,-0.043414478
0,0,0,0,0,18+,0,1,Action,0,1,0.09,4.6,-0.347660501,1.21244748,-0.421520098
1,1,0,0,0,everyone,0,0,Sports,0,1,3.56,4.6,0.978046034,1.21244748,1.185829449
1,1,0,0,0,everyone,0,0,Simulation,1,0,0.91,4.6,-0.034381147,1.21244748,-0.041685335
0,1,0,0,0,12+,0,0,Arcade,0,1,0.02,4.8,-0.37440386,1.760095363,-0.658986498
0,1,0,0,0,12+,0,0,Simulation,0,0,0.17,3.9,-0.317096661,-0.70432011,0.223337555
0,1,0,0,0,12+,0,0,Card,0,1,0.05,3.9,-0.36294242,-0.70432011,0.255627645
1,0,0,0,1,16+,0,0,Strategy,0,1,6.92,3.8,2.261727289,-0.978144051,-2.212295093
1,0,0,0,1,12+,0,0,Role Playing,0,0,0.19,4.1,-0.309455701,-0.156672227,0.048483114
0,0,0,0,1,12+,0,0,Card,0,0,0,4.2,-0.38204482,0.117151715,-0.044757206
1,1,0,0,1,16+,0,0,Strategy,0,1,1.32,4.4,0.12225853,0.664799597,0.081277422
1,1,0,0,0,12+,0,0,Racing,0,1,6.71,4.3,2.181497211,0.390975656,0.852912303
1,1,0,0,1,16+,0,0,Action,0,1,2.15,4.3,0.439358364,0.390975656,0.171778425
1,1,0,0,0,everyone,0,0,Arcade,0,1,0.3,4.8,-0.267430422,1.760095363,-0.470703046
1,1,0,0,0,everyone,0,0,Casual,1,1,0.73,4.7,-0.103149785,1.486271422,-0.153308578
1,1,0,0,0,everyone,0,0,Puzzle,0,1,0.42,4.6,-0.221584663,1.21244748,-0.268659766
1,1,0,0,0,everyone,0,0,Board,0,0,0.08,4.2,-0.351480981,0.117151715,-0.041176599
1,0,0,0,0,everyone,0,0,Puzzle,0,0,0.09,4.7,-0.347660501,1.486271422,-0.516717867
1,1,0,0,0,everyone,0,0,Word,0,1,0.01,4.3,-0.37822434,0.390975656,-0.147876509
1,1,0,0,0,everyone,0,0,Puzzle,0,1,0.48,4.2,-0.198661784,0.117151715,-0.023273569
1,1,0,0,0,everyone,0,0,Casual,0,1,0.46,4.1,-0.206302743,-0.156672227,0.03232191
1,1,0,0,0,7+,0,0,Puzzle,0,1,0.64,4.7,-0.137534105,1.486271422,-0.204413009
1,1,0,0,0,7+,0,0,Role Playing,0,0,0.46,4.2,-0.206302743,0.117151715,-0.02416872
0,0,0,0,0,everyone,0,0,Adventure,0,0,6.52,3.9,2.108908092,-0.70432011,-1.485346379
1,1,0,0,0,everyone,0,0,Puzzle,0,1,0.32,4.6,-0.259789462,1.21244748,-0.314981079
1,1,0,0,0,everyone,0,0,Word,0,1,0.49,4.1,-0.194841304,-0.156672227,0.030526221
1,1,0,0,0,everyone,0,0,Card,0,1,0.21,4.5,-0.301814742,0.938623539,-0.283290421
0,1,0,0,0,everyone,0,0,Word,0,1,0.05,4.4,-0.36294242,0.664799597,-0.241283975
1,1,0,0,0,everyone,0,0,Puzzle,0,1,1.25,4.3,0.095515171,0.390975656,0.037344107
1,1,0,0,0,everyone,0,0,Word,0,1,0.05,4.3,-0.36294242,0.390975656,-0.141901651
0,0,0,0,0,everyone,0,1,Puzzle,1,1,0.01,4.7,-0.37822434,1.486271422,-0.562144028
1,1,0,0,0,12+,0,0,Arcade,0,1,15.32,4.2,5.470930427,0.117151715,0.640928879
1,1,0,0,0,everyone,0,0,Puzzle,0,1,0.8,4.3,-0.076406426,0.390975656,-0.029873052
1,1,0,0,0,everyone,0,0,Casual,0,1,0.51,4.3,-0.187200344,0.390975656,-0.073190777
0,1,0,0,0,everyone,0,0,Word,0,0,0.05,4.3,-0.36294242,0.390975656,-0.141901651
1,1,0,0,0,everyone,0,0,Casual,0,1,1.26,4.5,0.099335651,0.938623539,0.09323878
1,1,0,0,1,12+,0,0,Casino,0,0,0.29,4.6,-0.271250902,1.21244748,-0.328877473
1,0,0,0,0,everyone,0,0,Educational,0,0,0.09,4.2,-0.347660501,0.117151715,-0.040729024
0,0,0,0,0,everyone,0,1,Educational,0,1,0.01,4.3,-0.37822434,0.390975656,-0.147876509
1,1,0,0,0,everyone,0,0,Simulation,0,1,0.87,4.6,-0.049663066,1.21244748,-0.06021386
1,1,0,0,0,everyone,0,0,Casual,0,1,0.33,4.3,-0.255968982,0.390975656,-0.100077641
1,1,0,0,0,everyone,0,0,Arcade,0,0,0.21,4.7,-0.301814742,1.486271422,-0.448578625
0,1,0,0,0,everyone,0,0,Casual,0,1,1.25,4.2,0.095515171,0.117151715,0.011189766
1,1,0,0,0,everyone,0,0,Arcade,0,1,1.56,4.2,0.213950049,0.117151715,0.025064615
1,1,1,0,0,everyone,0,0,Adventure,0,1,0.78,3.6,-0.084047386,-1.525791934,0.128238823
1,1,0,0,1,7+,0,0,Role Playing,1,1,0.92,4.6,-0.030560667,1.21244748,-0.037053203
1,1,0,0,0,everyone,0,0,Simulation,0,1,1.75,4.3,0.286539167,0.390975656,0.112029839
1,1,0,0,0,everyone,0,0,Arcade,0,1,1.47,3.1,0.179565729,-2.894911641,-0.51982692
1,1,0,0,0,everyone,0,0,Casual,0,1,0.11,4.5,-0.340019541,0.938623539,-0.319150345
1,1,0,0,1,12+,0,0,Board,0,0,0.67,4.2,-0.126072665,0.117151715,-0.014769629
0,1,0,0,1,everyone,0,0,Puzzle,0,0,0.13,4.3,-0.332378581,0.390975656,-0.129951934
1,1,0,0,1,everyone,0,0,Role Playing,0,0,0.01,4.3,-0.37822434,0.390975656,-0.147876509
1,1,0,0,0,everyone,0,0,Sports,1,0,4.03,4.1,1.15760859,-0.156672227,-0.181365116
1,0,0,0,0,everyone,0,0,Arcade,0,0,0.03,2.6,-0.37058338,-4.264031348,1.58017915
1,1,0,0,0,everyone,0,0,Simulation,0,0,0.25,3.9,-0.286532822,-0.70432011,0.201810829
1,1,0,0,1,everyone,0,0,Puzzle,0,0,0.98,4.6,-0.007637787,1.21244748,-0.009260416
1,1,0,0,0,everyone,0,0,Word,1,0,2.11,4.6,0.424076444,1.21244748,0.514170416
1,1,0,0,0,everyone,0,0,Casual,0,1,4.34,4.5,1.276043468,0.938623539,1.197724436
1,1,0,0,0,everyone,0,0,Simulation,0,1,0.31,3.8,-0.263609942,-0.978144051,0.257848497
0,1,0,0,0,7+,0,0,Simulation,0,1,0.15,3.4,-0.324737621,-2.073439817,0.673323914
1,1,0,0,0,everyone,0,0,Casual,0,1,3.27,4,0.867252116,-0.430496168,-0.373348713
1,1,0,0,1,everyone,0,0,Role Playing,0,0,1.18,3.9,0.068771811,-0.70432011,-0.04843737
1,1,0,0,0,everyone,0,0,Role Playing,0,1,2.57,4.2,0.599818521,0.117151715,0.070269768
1,1,0,0,0,everyone,0,0,Role Playing,0,1,4.12,4.2,1.19199291,0.117151715,0.139644013
1,1,0,0,1,12+,0,0,Casual,0,0,0.18,3.5,-0.313276181,-1.799615875,0.563776789
0,1,0,0,0,12+,0,0,Entertainment,0,1,0.79,4.3,-0.080226906,0.390975656,-0.031366767
1,1,0,0,0,everyone,0,0,Puzzle,1,1,3.06,4.5,0.787022037,0.938623539,0.73871741
1,0,0,0,0,everyone,0,0,Casual,0,1,2.15,4.3,0.439358364,0.390975656,0.171778425
0,1,0,0,1,everyone,0,0,Casual,0,0,0.1,3.7,-0.343840021,-1.251967993,0.430476701
1,1,0,0,0,everyone,0,0,Board,0,1,0.11,4,-0.340019541,-0.430496168,0.146377109
1,1,0,0,0,everyone,0,0,Simulation,0,1,4.25,4.2,1.241659149,0.117151715,0.145462498
0,1,0,0,0,everyone,0,0,Music,0,0,0.2,4.3,-0.305635221,0.390975656,-0.119495931
1,1,0,0,0,everyone,0,0,Casual,0,1,0.28,4.2,-0.275071382,0.117151715,-0.032225084
0,1,0,0,0,everyone,0,0,Sports,0,1,6.59,4.5,2.135651451,0.938623539,2.004572723
1,1,1,0,0,everyone,0,0,Simulation,0,1,0.15,3.9,-0.324737621,-0.70432011,0.228719237
1,1,0,0,0,everyone,0,0,Casual,0,1,1.12,3.8,0.045848932,-0.978144051,-0.04484686
1,1,0,0,0,everyone,0,0,Educational,0,1,1.45,3.9,0.171924769,-0.70432011,-0.121090072
1,1,0,0,0,7+,0,0,Lifestyle,0,1,0.08,3.4,-0.351480981,-2.073439817,0.72877466
1,1,0,0,0,everyone,0,0,Arcade,0,1,2.59,4.3,0.607459481,0.390975656,0.237501869
0,1,0,0,0,everyone,0,0,Simulation,0,0,0.71,3.4,-0.110790745,-2.073439817,0.229717942
1,1,0,0,0,everyone,0,0,Casual,0,1,0.19,4.6,-0.309455701,1.21244748,-0.375198785
1,1,0,0,0,everyone,0,0,Casual,0,0,0.36,4.1,-0.244507543,-0.156672227,0.038307541
1,1,0,0,0,everyone,0,0,Role Playing,0,1,1.14,4.1,0.053489892,-0.156672227,-0.00838038
1,1,0,0,0,everyone,0,0,Casual,0,1,0.6,4.2,-0.152816024,0.117151715,-0.017902659
1,1,0,0,0,everyone,0,0,Casual,0,1,3.48,3.9,0.947482194,-0.70432011,-0.667330763
1,0,0,0,0,everyone,0,0,Educational,0,1,0.6,4,-0.152816024,-0.430496168,0.065786713
1,1,0,0,0,everyone,0,0,Casual,0,1,1.6,4.4,0.229231968,0.664799597,0.15239332
1,1,0,0,0,everyone,0,0,Educational,0,1,1.4,4.1,0.15282237,-0.156672227,-0.023943021
1,0,0,0,0,12+,0,0,Role Playing,0,0,0.17,4.5,-0.317096661,0.938623539,-0.29763439
1,1,0,0,0,everyone,0,0,Educational,0,0,0.08,4.7,-0.351480981,1.486271422,-0.522396137
1,0,0,0,1,12+,0,0,Strategy,0,1,1.26,4.1,0.099335651,-0.156672227,-0.015563138
1,1,0,0,0,everyone,0,0,Casual,0,1,0.86,3.6,-0.053483546,-1.525791934,0.081604764
1,1,0,0,0,everyone,0,0,Arcade,0,0,0.82,4.5,-0.068765466,0.938623539,-0.064544885
1,1,0,0,1,everyone,0,0,Simulation,0,1,0.39,4.1,-0.233046103,-0.156672227,0.036511852
1,1,0,0,0,everyone,0,0,Arcade,0,1,0.25,4.2,-0.286532822,0.117151715,-0.033567811
1,1,0,0,0,everyone,0,0,Arcade,0,1,4.58,4,1.367734986,-0.430496168,-0.588804671
1,1,0,0,0,7+,0,0,Arcade,0,1,14.21,4.1,5.046857155,-0.156672227,-0.790702349
0,1,0,0,0,everyone,0,0,Music,0,1,5.43,4.4,1.69247578,0.664799597,1.125157217
1,1,0,0,0,everyone,0,0,Sports,1,1,4.13,4.2,1.19581339,0.117151715,0.140091589
0,1,0,0,0,everyone,0,0,Educational,0,0,0.5,4.3,-0.191020824,0.390975656,-0.074684492
1,1,0,0,0,everyone,0,0,Casual,0,1,2.61,4,0.615100441,-0.430496168,-0.264798383
1,1,0,0,0,everyone,0,0,Educational,0,1,1.74,3.8,0.282718687,-0.978144051,-0.276539602
1,1,0,1,1,12+,0,0,Casino,0,1,0.09,4.3,-0.347660501,0.390975656,-0.135926792
1,1,0,0,0,7+,0,0,Casual,0,1,2.2,4.1,0.458460764,-0.156672227,-0.071828069
1,1,0,0,0,everyone,0,0,Arcade,0,1,0.27,3.2,-0.278891862,-2.6210877,0.731000029
1,1,0,0,1,12+,0,0,Card,0,1,0.67,4.2,-0.126072665,0.117151715,-0.014769629
1,1,0,0,0,everyone,0,0,Adventure,0,1,2.47,4.4,0.561613722,0.664799597,0.373360576
1,1,0,1,0,everyone,0,0,Racing,0,1,0.69,4.3,-0.118431705,0.390975656,-0.046303914
0,1,0,0,0,7+,0,0,Simulation,0,0,7.59,4.3,2.517699444,0.390975656,0.984359192
0,1,0,0,0,everyone,0,0,Casual,0,0,0.02,3.6,-0.37440386,-1.525791934,0.57126239
1,1,0,0,0,7+,0,0,Action,1,1,3.07,4,0.790842517,-0.430496168,-0.340454673
0,0,0,0,0,18+,0,1,Action,0,1,0.02,4.3,-0.37440386,0.390975656,-0.146382795
1,1,1,0,1,12+,0,0,Action,1,0,5.06,4.2,1.551118023,0.117151715,0.181716136
1,1,0,0,0,everyone,0,0,Casual,0,1,2.4,4.3,0.534870362,0.390975656,0.209121291
1,1,0,0,0,everyone,0,0,Simulation,0,1,0.41,3.9,-0.225405143,-0.70432011,0.158757375
1,1,0,0,0,7+,0,0,Arcade,0,0,0.04,4.3,-0.3667629,0.390975656,-0.143395366
0,1,0,0,0,everyone,0,0,Arcade,0,1,4.33,4.4,1.272222988,0.664799597,0.84577333
0,1,0,0,1,everyone,0,0,Arcade,0,1,4.39,4.3,1.295145868,0.390975656,0.506370505
1,1,0,0,0,everyone,0,0,Sports,0,1,4.84,4.3,1.467067464,0.390975656,0.573587664
1,1,0,0,1,everyone,0,0,Strategy,0,0,0.52,4.3,-0.183379864,0.390975656,-0.071697063
1,1,0,0,0,everyone,0,0,Arcade,0,0,0.49,4.5,-0.194841304,0.938623539,-0.182882634
1,1,0,0,0,12+,0,0,Arcade,0,1,1.56,4.4,0.213950049,0.664799597,0.142233906
1,1,0,0,0,everyone,0,0,Action,0,0,0.46,4,-0.206302743,-0.430496168,0.088812541
1,1,0,0,0,7+,0,0,Arcade,0,1,2.44,4,0.550152282,-0.430496168,-0.236838449
1,1,1,0,0,7+,0,0,Action,0,1,0.08,3.5,-0.351480981,-1.799615875,0.632530753
0,1,0,0,0,12+,0,0,Adventure,0,0,0.57,4.1,-0.164277464,-0.156672227,0.025737716
1,1,0,0,0,12+,0,1,Action,0,1,1.01,4.3,0.003823653,0.390975656,0.001494955
1,1,0,0,1,12+,0,0,Action,1,1,2.26,3.9,0.481383643,-0.70432011,-0.33904818
1,1,0,0,0,everyone,0,0,Arcade,0,1,0.24,3.5,-0.290353302,-1.799615875,0.522524411
1,1,0,0,0,12+,0,0,Arcade,0,1,0.2,3.6,-0.305635221,-1.525791934,0.466335756
1,1,0,0,0,12+,0,0,Sports,0,1,0.67,4.6,-0.126072665,1.21244748,-0.152856485
0,0,0,0,0,everyone,0,0,Strategy,0,0,0.07,4.1,-0.355301461,-0.156672227,0.055665871
1,1,0,0,0,7+,0,0,Simulation,0,0,0.06,3,-0.35912194,-3.168735582,1.137962471
1,1,0,0,1,everyone,0,0,Sports,1,1,5.63,4.2,1.768885379,0.117151715,0.207227955
1,1,0,0,1,16+,0,0,Action,1,1,5.95,4.5,1.891140736,0.938623539,1.77506921
1,0,0,0,1,7+,0,0,Action,1,1,1.11,4.4,0.042028452,0.664799597,0.027940498
1,0,0,0,0,16+,0,0,Action,0,1,0.94,4.2,-0.022919707,0.117151715,-0.002685083
1,1,0,0,0,12+,0,0,Strategy,0,0,1.83,4.2,0.317103007,0.117151715,0.037149161
1,0,0,0,1,16+,0,0,Action,0,1,4.58,3.9,1.367734986,-0.70432011,-0.963323256
1,0,0,0,0,12+,0,1,Racing,0,1,0.04,4.4,-0.3667629,0.664799597,-0.243823828
0,1,0,0,0,12+,0,0,Action,0,0,0.07,3.9,-0.355301461,-0.70432011,0.250245964
1,1,0,0,1,everyone,0,0,Puzzle,0,1,0.72,4.4,-0.106970265,0.664799597,-0.071113789
0,0,0,0,0,everyone,0,0,Arcade,0,0,0.12,3.8,-0.336199061,-0.978144051,0.328851111
1,0,0,0,0,everyone,0,0,Arcade,0,0,0.29,4.4,-0.271250902,0.664799597,-0.180327491
1,0,0,1,1,12+,0,0,Action,1,1,1.85,3.6,0.324743966,-1.525791934,-0.495491724
0,0,0,0,0,everyone,0,0,Action,0,0,0.17,3.7,-0.317096661,-1.251967993,0.39699487
1,1,1,0,1,everyone,0,0,Word,0,1,1.54,4.2,0.206309089,0.117151715,0.024169463
1,1,0,0,1,everyone,0,0,Trivia,0,1,1.48,4.1,0.183386209,-0.156672227,-0.028731526
0,0,0,0,0,everyone,0,1,Strategy,0,1,0.04,3.8,-0.3667629,-0.978144051,0.358746949
1,1,0,0,0,everyone,0,0,Simulation,0,1,0.24,2.9,-0.290353302,-3.442559524,0.999558524
1,1,0,0,0,16+,0,0,Racing,0,1,0.75,4.1,-0.095508826,-0.156672227,0.01496358
1,1,0,0,1,everyone,0,0,Simulation,0,0,0.6,4,-0.152816024,-0.430496168,0.065786713
1,1,0,0,0,12+,0,0,Puzzle,0,1,0.11,4.7,-0.340019541,1.486271422,-0.505361326
1,1,0,0,1,everyone,0,0,Sports,0,0,0.01,3,-0.37822434,-3.168735582,1.198492925
1,1,0,0,0,everyone,0,0,Sports,0,1,0.05,4,-0.36294242,-0.430496168,0.156245321
1,1,0,0,1,everyone,0,0,Sports,0,1,1.93,4.4,0.355307806,0.664799597,0.236208486
1,1,0,0,0,everyone,0,0,Sports,0,1,0.03,3.4,-0.37058338,-2.073439817,0.768382336
1,1,0,0,0,everyone,0,0,Simulation,0,1,0.1,3.7,-0.343840021,-1.251967993,0.430476701
1,1,0,0,0,everyone,0,0,Strategy,0,1,0.26,3.8,-0.282712342,-0.978144051,0.276533395
1,1,0,0,0,everyone,0,0,Arcade,0,1,0.25,4.4,-0.286532822,0.664799597,-0.190486905
1,1,0,0,1,everyone,0,0,Puzzle,0,1,0.61,4.4,-0.148995544,0.664799597,-0.099052178
0,1,0,0,0,everyone,0,0,Word,0,1,0.05,4.3,-0.36294242,0.390975656,-0.141901651
1,1,0,0,0,everyone,0,0,Simulation,0,0,0.56,4,-0.168097944,-0.430496168,0.072365521
0,0,0,0,0,12+,0,0,Racing,0,0,0.47,4.8,-0.202482263,1.760095363,-0.356388093
1,1,0,0,0,everyone,0,0,Casual,0,1,2.32,4.4,0.504306523,0.664799597,0.335262773
1,1,0,0,0,7+,0,0,Strategy,0,1,0.03,4.3,-0.37058338,0.390975656,-0.14488908
1,1,0,0,1,7+,0,0,Action,1,0,0.19,4.2,-0.309455701,0.117151715,-0.036253266
1,1,1,0,1,7+,0,0,Action,1,1,0.67,4.5,-0.126072665,0.938623539,-0.118334771
1,0,0,0,0,everyone,0,0,Arcade,0,1,8,4.5,2.674339121,0.938623539,2.51019765
0,0,0,0,0,everyone,0,1,Simulation,0,1,0.01,4.5,-0.37822434,0.938623539,-0.355010269
1,1,0,0,0,everyone,0,0,Music,0,0,0.63,4,-0.141354585,-0.430496168,0.060852607
1,0,0,0,0,everyone,0,0,Casual,0,1,2.55,4.4,0.592177561,0.664799597,0.393679404
1,1,0,0,0,everyone,0,0,Simulation,0,1,0.07,4.2,-0.355301461,0.117151715,-0.041624175
0,1,0,0,0,12+,0,0,Simulation,0,0,1.01,4,0.003823653,-0.430496168,-0.001646068
1,1,0,0,0,7+,0,0,Arcade,0,1,3.09,4.1,0.798483477,-0.156672227,-0.125100185
1,1,0,0,1,7+,0,0,Racing,0,0,1.04,4.3,0.015285092,0.390975656,0.005976099
1,1,0,0,1,everyone,0,0,Word,0,0,0.04,3.7,-0.3667629,-1.251967993,0.459175412
1,0,0,0,0,12+,0,0,Casino,0,1,1.35,4.2,0.13371997,0.117151715,0.015665524
1,1,0,0,0,everyone,0,0,Card,0,1,0.79,4.5,-0.080226906,0.938623539,-0.075302862
1,1,0,0,0,7+,0,0,Simulation,0,1,0.94,4.3,-0.022919707,0.390975656,-0.008961047
0,0,0,0,1,12+,0,0,Strategy,0,0,0.02,4,-0.37440386,-0.430496168,0.161179427
1,1,0,0,0,everyone,0,0,Action,0,0,0.58,4.2,-0.160456984,0.117151715,-0.018797811
0,1,0,0,0,everyone,0,0,Adventure,0,0,0.43,4.6,-0.217764183,1.21244748,-0.264027635
1,1,0,0,0,16+,0,0,Board,0,1,0.07,4,-0.355301461,-0.430496168,0.152955917
1,0,0,0,1,everyone,0,0,Simulation,0,1,0.01,3.2,-0.37822434,-2.6210877,0.991359165
1,1,0,0,0,18+,0,0,Simulation,0,1,0.29,4.5,-0.271250902,0.938623539,-0.254602482
0,1,0,0,0,everyone,0,0,Puzzle,0,1,0.21,4.3,-0.301814742,0.390975656,-0.118002217
1,1,0,0,0,everyone,0,0,Racing,0,1,11.3,4.2,3.935097497,0.117151715,0.461003419
1,1,0,0,0,everyone,0,0,Puzzle,0,1,1.13,4.4,0.049669412,0.664799597,0.033020205
0,0,0,0,0,everyone,0,1,Action,0,0,0.06,4.5,-0.35912194,0.938623539,-0.337080307
1,1,0,0,0,everyone,0,0,Puzzle,0,1,2.28,4.4,0.489024603,0.664799597,0.325103359
1,1,0,0,0,12+,0,0,Puzzle,0,1,0.58,4.4,-0.160456984,0.664799597,-0.106671739
1,1,0,0,0,everyone,0,0,Simulation,0,1,3.9,4,1.107942351,-0.430496168,-0.476964937
1,1,0,0,0,12+,0,0,Adventure,0,1,1.07,4.3,0.026746532,0.390975656,0.010457243
0,1,0,0,0,everyone,0,0,Card,0,1,0.73,4.5,-0.103149785,0.938623539,-0.096818817
1,1,0,0,1,everyone,0,0,Casual,0,1,0.2,3.8,-0.305635221,-0.978144051,0.298955274
1,1,0,0,0,everyone,0,0,Puzzle,0,1,0.18,4.5,-0.313276181,0.938623539,-0.294048398
1,1,0,0,0,everyone,0,0,Trivia,0,0,0.03,4.1,-0.37058338,-0.156672227,0.058060123
1,1,0,0,1,everyone,0,0,Casual,0,1,0.12,3.8,-0.336199061,-0.978144051,0.328851111
1,1,0,0,0,everyone,0,0,Word,0,0,0.2,4.4,-0.305635221,0.664799597,-0.203186172
1,1,0,0,0,everyone,0,0,Casual,0,1,0.97,4.2,-0.011458267,0.117151715,-0.001342356
1,1,0,0,1,everyone,0,0,Casual,0,0,0.39,3.9,-0.233046103,-0.70432011,0.164139057
1,1,0,0,0,7+,0,0,Arcade,0,0,0.11,4.2,-0.340019541,0.117151715,-0.039833872
1,0,0,0,0,everyone,0,0,Card,0,0,0.02,4.4,-0.37440386,0.664799597,-0.248903535
1,0,0,0,0,18+,0,1,Simulation,0,1,0.03,3.7,-0.37058338,-1.251967993,0.463958531
1,0,0,0,0,12+,0,0,Card,0,1,0.26,4,-0.282712342,-0.430496168,0.12170658
1,1,0,0,0,everyone,0,1,Puzzle,0,1,0.12,4.7,-0.336199061,1.486271422,-0.499683056
0,1,0,0,0,everyone,0,0,Puzzle,0,1,0.53,4.3,-0.179559384,0.390975656,-0.070203348
1,1,0,0,0,everyone,0,0,Puzzle,0,1,0.17,4.1,-0.317096661,-0.156672227,0.04968024
1,1,0,0,1,12+,0,0,Card,0,1,0.22,4.5,-0.297994262,0.938623539,-0.279704428
1,1,0,0,0,everyone,0,0,Puzzle,0,1,0.39,4.7,-0.233046103,1.486271422,-0.346369763
0,1,0,0,0,everyone,0,0,Puzzle,0,1,6.61,4.5,2.143292411,0.938623539,2.011744708
1,1,0,0,1,12+,0,0,Arcade,0,1,3.45,4.3,0.936020755,0.390975656,0.365961328
1,1,0,0,1,everyone,0,0,Casual,1,1,7.21,4.3,2.372521207,0.390975656,0.927598035
0,1,0,0,0,everyone,0,0,Arcade,0,1,7.76,4.3,2.582647603,0.390975656,1.009752341
1,1,0,0,0,everyone,0,0,Puzzle,0,1,0.2,4.7,-0.305635221,1.486271422,-0.454256895
0,1,0,0,0,everyone,0,0,Puzzle,0,0,0.21,4.5,-0.301814742,0.938623539,-0.283290421
0,1,0,0,0,everyone,0,0,Card,0,1,1.05,4.5,0.019105572,0.938623539,0.01793294
1,1,0,0,0,everyone,0,0,Casual,0,1,0.76,4.3,-0.091688346,0.390975656,-0.035847911
1,1,0,0,0,everyone,0,0,Educational,0,1,1.58,4.2,0.221591008,0.117151715,0.025959767
1,1,0,0,0,everyone,0,0,Trivia,0,0,0.08,4.5,-0.351480981,0.938623539,-0.329908322
1,1,0,0,0,everyone,0,0,Puzzle,0,0,0.02,4.7,-0.37440386,1.486271422,-0.556465757
0,1,0,0,0,everyone,0,0,Puzzle,0,1,0.07,3.5,-0.355301461,-1.799615875,0.639406149
0,1,0,0,0,12+,0,0,Word,0,1,0.02,4.7,-0.37440386,1.486271422,-0.556465757
1,1,0,0,0,everyone,0,0,Trivia,0,1,1.13,3.9,0.049669412,-0.70432011,-0.034983165
1,1,0,0,0,everyone,0,0,Casual,0,1,0.33,4.7,-0.255968982,1.486271422,-0.380439383
1,1,0,0,0,everyone,0,0,Puzzle,0,0,3.42,4.6,0.924559315,1.21244748,1.120979611
1,1,0,0,0,everyone,0,0,Sports,0,1,1.58,4.3,0.221591008,0.390975656,0.08663669
1,1,0,0,0,everyone,0,0,Casual,0,1,0.59,4.1,-0.156636504,-0.156672227,0.02454059
1,1,0,0,0,everyone,0,0,Role Playing,0,1,3.8,4.1,1.069737552,-0.156672227,-0.167598164
1,1,0,0,0,12+,0,0,Sports,0,1,0.24,4,-0.290353302,-0.430496168,0.124995984
0,1,0,0,0,everyone,0,0,Puzzle,0,0,0.32,4.4,-0.259789462,0.664799597,-0.17270793
1,1,0,0,0,everyone,0,0,Puzzle,0,1,1.61,4.2,0.233052448,0.117151715,0.027302494
1,0,0,0,1,everyone,0,0,Board,0,0,0.01,2.6,-0.37822434,-4.264031348,1.612760443
1,1,0,0,0,12+,0,0,Board,0,0,0.04,4,-0.3667629,-0.430496168,0.157890023
1,1,0,0,0,everyone,0,0,Puzzle,0,1,0.01,4.6,-0.37822434,1.21244748,-0.458577148
1,0,0,0,1,everyone,0,0,Strategy,0,0,0.08,4.1,-0.351480981,-0.156672227,0.055067308
1,1,0,0,1,everyone,0,0,Word,0,1,0.54,3.8,-0.175738904,-0.978144051,0.171897963
1,1,0,0,0,everyone,0,0,Puzzle,0,1,0.51,4.3,-0.187200344,0.390975656,-0.073190777
1,1,0,0,0,7+,0,0,Strategy,0,1,0.12,4.6,-0.336199061,1.21244748,-0.407623704
1,1,1,0,1,everyone,0,0,Sports,0,0,0.01,4.5,-0.37822434,0.938623539,-0.355010269
0,1,0,0,0,everyone,0,0,Word,0,1,0.26,4.2,-0.282712342,0.117151715,-0.033120236
1,1,0,0,0,everyone,0,0,Educational,0,0,0.35,3.9,-0.248328023,-0.70432011,0.17490242
0,1,0,0,0,everyone,0,0,Card,0,1,0.14,4.4,-0.328558101,0.664799597,-0.218425293
0,1,0,0,0,everyone,0,0,Puzzle,0,1,0.32,4.4,-0.259789462,0.664799597,-0.17270793
1,1,0,0,0,everyone,0,0,Educational,0,1,0.04,4,-0.3667629,-0.430496168,0.157890023
1,1,0,0,0,everyone,0,0,Educational,0,1,0.19,4,-0.309455701,-0.430496168,0.133219494
1,1,0,0,1,everyone,0,0,Casual,0,0,0.35,4.2,-0.248328023,0.117151715,-0.029092054
1,1,0,0,0,everyone,0,0,Racing,0,1,12.94,4,4.561656205,-0.430496168,-1.963775517
1,1,0,0,0,everyone,0,0,Sports,0,1,1.62,4.1,0.236872928,-0.156672227,-0.037111409
1,0,0,0,0,everyone,0,0,Puzzle,0,1,0.18,4.6,-0.313276181,1.21244748,-0.379830917
1,1,0,0,0,7+,0,0,Strategy,0,1,0.39,4.7,-0.233046103,1.486271422,-0.346369763
0,0,0,0,0,everyone,0,0,Puzzle,0,0,0.05,4.2,-0.36294242,0.117151715,-0.042519327
1,1,0,0,0,everyone,0,0,Word,0,1,0.34,4.1,-0.252148503,-0.156672227,0.039504667
1,1,0,0,0,everyone,0,0,Casual,0,0,2.63,4.4,0.622741401,0.664799597,0.413998232
1,0,0,0,0,everyone,0,0,Simulation,1,1,2.21,4.4,0.462281244,0.664799597,0.307324385
1,1,0,0,0,everyone,0,0,Puzzle,0,1,1.83,4.5,0.317103007,0.938623539,0.297640346
