Purchases,Ads,SharesInfo,SharesLocation,UsersInteract,AgeRating,Category,PaidApp,Rating,EditorsChoice,RelativeDownloadsPerformance,CompanyIsExperienced,PC1,Cluster
0,1,0,0,0,3,6,0,4.3,0,0.31896035,1,-0.02782560180542816,1
1,1,0,0,0,0,2,0,4.4,0,0.5235514,1,0.21264335645090918,2
1,1,0,0,0,0,10,0,4.2,0,0.47342383,1,-0.1715635464874659,1
1,1,0,0,1,2,0,0,4.3,0,5.48736994,1,1.3645687462280647,2
1,1,0,0,1,0,2,0,4.0,0,1.67468856,1,-0.21863935806188575,1
1,1,0,0,0,0,4,0,4.6,0,0.06336612,0,0.4593695284805575,2
0,1,0,0,0,0,12,0,3.6,0,0.15142358,0,-1.3704188442139953,3
1,1,0,0,0,0,2,0,4.3,0,3.74456269,1,0.8950481089111229,2
0,1,0,0,0,0,2,0,4.5,0,2.20272203,1,0.8503711304346574,2
1,1,0,0,0,0,9,0,4.6,0,0.19820155,1,0.49569484043143686,2
1,1,0,0,0,0,2,0,4.3,0,0.04913975,1,-0.10051656638182618,1
1,1,0,0,0,0,0,0,4.4,0,0.23686304,0,0.13540813637792132,1
1,1,0,0,0,0,4,0,4.7,0,0.04136401,0,0.6387932019557699,2
1,0,0,0,1,0,13,0,4.1,0,0.03199534,1,-0.47583764772178494,1
1,1,0,0,0,0,12,0,4.3,0,0.25831526,0,-0.044163680102350174,1
1,1,0,0,0,0,13,0,3.9,0,0.04564233,0,-0.8428633781261295,1
1,0,0,0,0,1,11,0,4.5,0,0.02734867,0,0.26431510709099915,2
0,1,0,0,0,0,2,0,3.9,0,0.39260399,1,-0.7493902417665328,1
1,1,0,0,0,1,0,0,4.5,0,0.1760122,1,0.3043657755463811,2
0,1,0,0,0,0,1,0,4.7,0,0.06198913,1,0.6443497082688683,2
1,1,0,0,0,0,9,0,4.5,0,0.0769834,0,0.2776869415624555,2
0,0,0,0,0,0,7,0,4.8,0,0.01639692,0,0.8174180955893015,2
1,1,0,0,1,1,14,0,3.9,0,0.2975853,1,-0.7749887328709396,1
1,1,0,0,1,0,14,0,4.0,1,0.86147644,0,-0.43772260599780144,1
1,1,0,0,1,3,2,0,4.4,0,4.65061738,1,1.3244947382825314,2
1,1,0,0,1,1,14,0,4.4,0,0.88623761,1,0.31035276204654594,2
1,1,0,0,0,0,12,0,3.8,0,0.03625807,0,-1.0307426903103636,3
1,1,0,0,0,0,13,0,4.2,0,1.01879022,1,-0.024639223672054185,1
0,0,0,0,1,1,0,0,3.6,0,0.74449259,1,-1.210643206633805,3
1,1,0,0,0,0,6,0,4.4,0,0.54330495,1,0.21796505762312549,2
1,1,0,0,0,1,14,0,4.5,0,0.53411813,1,0.4008412317281109,2
0,1,0,0,0,0,0,0,3.7,0,1.66374596,1,-0.7776407895266377,1
1,1,0,0,1,3,0,0,4.0,0,2.00535555,1,-0.12955608400247673,1
0,1,0,0,1,1,0,0,2.8,0,0.06389007,0,-2.876809971925781,3
0,0,0,0,0,0,14,0,4.0,0,0.02469674,0,-0.6631550730924152,1
0,1,0,0,0,0,3,0,4.4,0,0.35113023,1,0.16619226576068355,1
0,1,0,0,0,0,3,0,4.5,0,0.2071493,1,0.312754259721095,2
0,1,0,0,0,0,3,0,4.0,0,0.00545515,0,-0.6683388497836077,1
0,1,0,0,0,0,3,0,4.5,0,0.3316478,1,0.3462947531204672,2
1,1,0,0,0,0,2,0,4.3,0,0.49384982,1,0.0192904607507852,1
1,1,0,0,0,0,9,0,4.8,0,0.04777514,1,0.8258715386492104,2
1,1,0,0,0,0,9,0,4.4,0,0.72762626,1,0.26762210314109297,2
1,1,0,0,0,3,1,0,4.8,1,0.3842949,1,0.9165315770355228,2
1,1,0,0,0,0,6,0,4.5,0,0.24962067,1,0.32419625062979895,2
1,0,0,0,1,0,12,0,3.8,0,0.04982256,0,-1.0270883516049911,3
1,1,0,0,1,0,10,0,4.5,0,0.13845278,0,0.2942470875413509,2
1,1,1,0,0,0,10,0,4.4,0,1.82231337,1,0.5625360642517329,2
0,1,0,0,0,0,10,0,4.2,0,0.0319706,0,-0.29049316529368935,1
0,0,0,0,0,2,0,0,3.9,0,0.49914277,1,-0.7206881831283387,1
1,1,0,0,0,3,12,0,4.1,0,0.52304584,1,-0.34354628634788487,1
0,1,0,0,0,3,12,0,3.1,0,0.05051754,1,-2.324359153177404,3
1,1,0,0,0,2,12,0,3.3,0,0.15430985,1,-1.92569471173255,3
1,1,0,0,0,0,13,0,4.3,0,0.60698431,1,0.04976943531743747,1
0,1,0,0,0,0,16,0,3.1,0,0.10706183,1,-2.309125850081245,3
1,0,0,0,1,1,14,0,4.4,0,0.69285356,0,0.25825417087822744,2
1,0,0,0,0,1,12,0,4.4,0,0.38417909,1,0.1750957872544106,1
1,1,0,0,0,0,14,0,4.3,0,0.14670325,0,-0.07423249125024096,1
1,1,0,0,0,0,12,0,4.2,0,0.0958889,1,-0.2732732685138156,1
1,1,0,0,0,0,12,0,4.3,0,0.47248379,1,0.01353434972787496,1
1,1,0,0,0,0,14,0,4.2,0,0.1322692,1,-0.2634722410956766,1
0,1,0,0,0,0,14,0,3.4,0,0.04313619,0,-1.7702942817838612,3
1,1,0,0,0,0,12,0,4.2,0,0.18870522,1,-0.248268106457132,1
1,1,0,0,0,0,10,0,4.4,0,0.86816542,1,0.30548402732759583,2
1,1,0,0,0,1,14,0,4.6,0,0.25615847,1,0.5113087128291601,2
1,1,0,0,0,1,0,0,3.8,0,1.12305188,1,-0.7379552221016403,1
1,1,0,0,0,0,8,0,4.6,0,0.31508665,1,0.5271842473322026,2
1,1,0,0,1,1,0,0,4.1,1,2.13903827,0,0.0918098298450869,1
1,1,0,0,1,1,11,0,4.5,0,1.50936032,0,0.6635761581447703,2
1,1,0,0,0,0,6,0,4.2,0,0.25297833,1,-0.23095262216043658,1
1,1,0,0,0,3,6,0,3.8,0,0.13712301,1,-1.003569191398344,3
1,1,0,0,0,3,11,0,4.3,0,0.00892584,1,-0.11135038673241639,1
1,0,0,0,0,3,11,1,4.8,0,0.00085997,1,0.8132323666936009,2
1,1,0,0,0,2,3,0,4.8,0,0.02889061,0,0.8207839556356377,2
1,0,0,0,0,3,11,1,4.4,0,0.00055421,1,0.07174540347087086,1
1,1,0,0,0,1,11,0,4.7,0,0.01008342,1,0.6303660608864118,2
1,1,0,0,0,0,4,0,4.4,0,0.21552378,1,0.12965923732148696,1
1,0,0,0,0,0,8,0,4.0,0,2.25291966,1,-0.0628611246465288,1
1,0,0,0,0,1,11,1,4.6,0,0.00053511,1,0.44244255284485995,2
1,1,0,0,0,0,11,0,4.5,0,0.09195429,0,0.28172017117749293,2
1,1,0,0,0,3,11,0,4.3,0,0.00725777,1,-0.11179977279590059,1
1,1,0,0,0,1,11,0,4.4,0,0.04241417,0,0.08302267759126587,1
1,1,0,0,0,3,11,0,3.9,0,0.00278628,1,-0.8544090036730091,1
1,1,0,0,0,3,11,0,4.3,0,0.0034463,1,-0.1128266011060964,1
1,1,0,0,0,0,9,0,4.4,0,0.10710396,0,0.10045041747971266,1
1,1,0,0,0,3,11,0,4.1,0,0.02127359,1,-0.478726138628139,1
1,1,0,0,0,3,11,0,4.5,0,0.00894241,1,0.25935637231076364,2
1,1,0,0,0,3,11,0,4.5,0,0.01379974,1,0.26066496032430253,2
1,1,0,0,0,0,9,0,4.7,0,2.43613631,1,1.2839563526856965,2
0,0,0,0,0,3,11,1,4.6,0,0.00072777,1,0.4424944563734835,2
1,1,0,0,0,3,11,0,4.0,0,0.01034999,1,-0.667020156396049,1
1,1,0,0,0,0,8,0,4.0,0,0.36289256,0,-0.5720434960982722,1
0,0,0,0,0,0,9,0,4.6,0,0.17377465,0,0.4891141163406476,2
1,1,0,0,0,0,0,0,3.8,0,0.13454922,1,-1.0042625827766043,3
1,1,0,0,1,0,6,0,4.2,0,0.54659996,1,-0.15184954587495558,1
1,1,0,0,0,2,12,0,4.1,0,1.4930652,0,-0.08221841539889037,1
1,1,0,0,0,0,4,0,4.5,0,0.4147763,1,0.36868996997488496,2
1,1,0,0,0,0,8,0,4.1,0,0.29236065,1,-0.4056939836496834,1
1,1,0,0,0,0,9,0,4.5,0,0.87009155,0,0.491354083496402,2
0,1,0,0,1,0,9,0,4.5,0,0.81087184,1,0.47540000941223426,2
1,1,0,0,0,0,10,0,4.0,0,0.21907517,1,-0.6107885911798191,1
1,1,0,0,0,0,13,0,4.3,0,0.21497617,0,-0.05583943894345912,1
1,1,1,0,0,0,9,0,4.5,0,0.8919571,1,0.49724476760463326,2
1,1,0,0,0,1,13,0,4.2,0,0.21054296,1,-0.24238491449636773,1
1,1,0,0,0,0,13,0,4.1,0,0.24271983,1,-0.4190674587963673,1
1,1,0,0,0,0,9,0,4.6,0,0.40773398,1,0.5521438826718611,2
1,1,0,0,0,0,0,0,4.5,1,0.49594959,1,0.39055844387176203,2
1,0,0,0,0,0,2,0,4.4,0,0.49571945,1,0.20514529554843516,2
1,1,0,0,0,3,12,0,4.5,0,2.12757568,1,0.8301263430985698,2
1,1,0,0,1,3,5,0,4.2,0,0.37985121,0,-0.196772459393822,1
1,1,0,0,0,0,9,0,4.1,0,0.0419059,1,-0.47316769529453406,1
1,1,0,0,0,0,13,0,4.1,0,0.08992447,1,-0.46023126208343285,1
1,1,0,0,0,0,2,0,3.8,0,0.49420291,0,-0.9073701526227881,1
1,1,0,0,0,0,2,0,4.4,0,0.12943836,1,0.10646741202807221,1
1,1,0,0,0,0,2,0,4.1,0,0.95726001,1,-0.22656690504771707,1
1,1,0,0,0,3,9,0,4.0,0,5.85540993,1,0.907667043341344,2
1,1,0,0,0,3,12,0,4.7,0,0.75053942,0,0.8298484609195501,2
1,1,0,1,0,0,7,0,3.9,0,0.62956714,1,-0.6855512319112375,1
1,1,0,0,0,2,6,0,4.2,0,0.05135115,0,-0.28527195211159306,1
1,1,0,0,1,0,8,0,4.2,0,1.76388907,0,0.1760939824332799,1
1,1,1,0,0,0,13,0,4.5,0,0.5060811,1,0.3932879212894069,2
0,1,0,0,0,0,6,0,4.3,0,1.47277085,1,0.28301648431911575,2
1,1,0,0,1,3,13,0,4.5,0,4.09342365,1,1.3597352208115907,2
1,1,0,0,0,0,10,0,4.3,0,0.48695711,1,0.01743353159694973,1
1,1,0,0,1,1,2,0,4.1,0,0.38036717,0,-0.3819846047964303,1
0,1,0,0,0,0,4,0,4.7,0,0.12218207,1,0.6605659751858094,2
0,1,0,0,0,0,2,0,3.9,0,0.04758652,1,-0.8423396040094766,1
1,1,0,0,0,0,13,0,4.2,0,0.02346099,1,-0.2927856950674315,1
1,1,0,0,0,0,7,0,4.5,0,0.14914278,1,0.2971270248453289,2
1,1,0,0,0,3,0,0,3.9,0,0.21860361,1,-0.7962667792097813,1
1,1,0,0,0,1,13,0,4.4,0,7.61030628,1,2.1218491322282067,2
1,1,0,0,0,0,10,0,3.4,0,0.08060446,1,-1.7602001500262825,3
0,1,0,0,0,0,8,0,3.7,0,0.11081147,0,-1.1960087940528186,3
1,1,0,0,0,3,0,0,3.8,0,0.25931189,0,-0.9706509207114145,3
1,1,0,0,0,0,6,0,4.7,0,0.35393094,1,0.7230002329844737,2
1,1,0,0,0,0,3,0,4.5,0,0.09933445,1,0.2837084217007225,2
1,1,0,1,0,0,1,0,3.3,0,0.19014241,1,-1.9160412480991516,3
0,1,0,0,0,0,7,0,4.0,0,0.36042609,1,-0.5727079749534771,1
1,1,0,0,1,0,6,0,3.8,0,0.14063174,0,-1.002623922697073,3
1,1,0,0,0,0,9,0,4.3,1,0.37584515,1,-0.012500563681076408,1
1,0,0,0,0,0,6,0,3.9,0,5.11194769,0,0.5220236003216814,2
0,1,0,0,0,0,12,0,4.1,0,1.74162072,0,-0.015256365430918295,1
0,0,0,0,0,0,2,0,4.3,0,0.37762191,1,-0.012021896009961707,1
0,0,0,0,0,0,10,0,4.1,0,0.20014336,1,-0.4305377641494726,1
0,1,0,0,0,0,13,0,3.7,0,0.09863112,0,-1.1992902387993578,3
0,1,0,0,0,0,12,0,3.5,0,0.16004144,0,-1.5534482988735627,3
1,1,0,0,0,1,0,0,4.2,0,1.75833283,0,0.17459710471149748,1
0,0,0,0,0,1,0,0,3.9,0,0.65139372,1,-0.6796710465080329,1
1,1,0,0,0,0,1,0,4.0,0,0.60326892,1,-0.5072849510881302,1
1,1,0,0,0,0,12,0,3.7,0,0.30689618,0,-1.1431826321193586,3
0,1,0,0,0,0,2,0,4.5,0,0.55884078,1,0.40750163228827846,2
0,1,0,0,0,0,9,0,4.4,0,0.1998599,0,0.12543931287461768,1
1,1,0,0,0,0,15,0,4.0,0,0.08460793,1,-0.6470147109776625,1
1,1,0,0,0,0,15,0,4.3,0,1.19964377,1,0.2094347381620949,2
1,1,0,0,1,0,14,0,4.4,0,0.23494351,1,0.13489100578361782,1
1,0,0,0,0,0,6,0,4.6,0,3.75100465,1,1.4528370463601803,2
1,1,0,0,0,0,9,0,4.3,0,0.04990631,0,-0.10031005143891343,1
1,1,0,0,0,0,0,0,4.4,0,0.1304323,1,0.10673518423423828,1
1,1,0,0,0,2,0,0,4.3,0,3.4406743,0,0.8131791182088983,2
1,1,0,0,0,0,2,0,3.7,0,0.03667605,1,-1.2159812319952006,3
1,1,0,0,1,2,0,0,4.3,0,5.61396492,0,1.3986740414009677,2
1,1,0,0,0,0,2,0,3.5,0,0.12542369,0,-1.5627744868627844,3
1,1,0,0,0,1,0,0,4.5,0,0.72864874,1,0.453248711663057,2
0,1,0,0,0,0,12,0,4.3,0,0.16587458,1,-0.06906764294024373,1
1,1,0,0,0,0,14,0,4.0,0,0.02304865,0,-0.6635990764480104,1
0,1,0,0,0,1,2,0,4.1,0,0.5177384,0,-0.34497613615561395,1
1,1,0,0,0,0,2,0,4.2,0,0.54467904,1,-0.1523670509419301,1
1,1,0,0,0,1,2,0,4.3,0,0.46148555,1,0.010571371088576377,1
0,1,0,0,0,0,15,0,4.4,0,0.31833553,1,0.15735721619073378,1
1,0,0,0,1,3,14,0,3.9,0,0.86277195,0,-0.6227247368891539,1
1,1,0,0,1,1,0,0,4.3,0,0.02190761,1,-0.10785303559166234,1
1,1,0,0,0,0,12,0,3.6,0,0.21618103,1,-1.3529728763968314,3
1,1,0,0,0,0,16,0,4.5,0,0.34329326,1,0.3494320959339362,2
1,1,0,0,0,3,0,0,4.6,0,1.86809635,1,0.9455725137933346,2
1,1,0,0,0,0,10,0,4.4,0,0.58391713,1,0.22890617382311287,2
1,1,0,0,0,1,10,0,4.5,0,0.40811402,1,0.36689511976894057,2
1,1,0,0,0,3,0,0,4.4,0,0.44764813,1,0.1921946512341734,2
1,1,0,0,0,1,10,0,4.4,0,0.13114027,1,0.106925914749963,1
1,1,0,0,0,0,13,0,4.2,0,0.28298694,1,-0.222868158607628,1
1,1,0,0,1,3,6,0,4.1,1,1.89230411,1,0.025338463002276095,1
0,1,0,0,0,0,2,0,4.5,0,0.30999412,0,0.34046114780705283,2
0,1,1,1,0,0,2,0,3.5,0,0.08191198,0,-1.57449675036034,3
0,1,0,0,0,0,2,0,4.0,0,0.95227358,1,-0.41326142072366645,1
1,1,1,0,0,0,12,0,4.1,0,0.21635304,1,-0.4261707985631729,1
1,1,1,0,0,0,13,0,3.8,0,0.04070107,1,-1.0295457247872977,3
1,1,0,0,0,1,10,0,4.6,0,0.24761869,1,0.5090080551126247,2
1,1,0,0,0,0,6,0,4.5,0,0.14466929,0,0.295921845169934,2
1,1,0,0,0,0,2,0,4.5,0,0.16216889,0,0.30063632139488167,2
1,1,0,0,0,1,14,0,4.5,1,0.50876803,1,0.3940117931266547,2
1,1,0,0,0,0,10,0,4.4,0,1.70218344,1,0.5301724845762182,2
0,1,0,0,0,3,4,0,4.4,0,0.24854458,1,0.13855519931654706,1
1,1,0,0,0,0,4,0,4.7,0,0.16808145,1,0.6729314884403892,2
1,1,0,0,1,3,14,0,4.1,0,0.88803872,1,-0.2452154527839632,1
1,0,0,0,1,3,14,0,4.4,0,0.12003325,1,0.10393363025660202,1
1,1,0,0,0,1,0,0,4.6,1,4.22977785,0,1.5818208441922532,2
1,1,0,0,0,0,0,0,4.0,0,0.39680483,1,-0.5629073678068249,1
0,0,0,0,0,2,0,1,4.3,0,0.06261882,1,-0.09688524023440531,1
1,1,0,0,0,0,9,0,4.5,0,0.07545863,0,0.27727616120670384,2
0,1,0,0,0,0,2,0,3.6,0,0.06297065,0,-1.3942484880636812,3
1,1,0,0,1,0,14,0,4.4,0,0.84685835,1,0.2997438004116494,2
1,1,0,0,1,0,2,0,4.4,0,0.08926766,1,0.09564523265885756,1
1,1,0,0,0,0,10,0,3.9,0,1.04444793,1,-0.5737803559687852,1
1,0,0,0,1,1,14,0,4.6,0,0.23748677,0,0.5062784672390119,2
1,1,0,0,0,1,10,0,4.5,0,0.35683053,1,0.35307910144067345,2
1,1,0,0,1,1,0,0,4.4,0,1.33227738,1,0.4305180167407195,2
0,0,0,0,0,0,7,0,4.0,0,0.04686479,1,-0.6571828940324108,1
0,1,0,0,0,0,1,0,3.2,0,0.10898029,1,-2.1232578602472483,3
0,1,0,0,0,0,2,0,4.3,0,0.13691542,0,-0.07686937962647987,1
1,1,0,0,0,0,10,0,4.1,0,0.18581224,1,-0.4343986366560941,1
1,1,0,0,1,3,0,0,4.3,0,0.14827517,0,-0.07380900845820455,1
1,1,0,0,0,0,12,0,4.0,0,0.27987446,1,-0.5944089706628527,1
1,1,0,0,0,3,6,0,4.4,1,5.04878156,1,1.4317620792638004,2
1,1,0,0,0,0,9,0,4.1,0,0.7027963,1,-0.2951206497565673,1
1,1,0,0,1,0,13,0,4.4,0,0.05319875,0,0.08592809520115675,1
1,1,0,0,1,1,14,0,4.4,0,1.83704692,1,0.5665053533317163,2
1,1,0,0,0,0,2,0,4.5,0,0.0958196,0,0.28276150424208024,2
0,0,0,0,0,0,6,0,3.7,0,0.01732516,1,-1.2211944546309512,3
1,1,1,0,0,1,12,0,4.4,0,0.16226733,1,0.11531169410049229,1
1,1,0,0,0,0,14,0,4.5,1,1.58485022,1,0.6839134994996403,2
1,1,0,0,0,0,13,0,4.6,0,1.5803392,1,0.8680493565649567,2
1,1,0,0,1,0,12,0,3.9,0,0.88520386,0,-0.6166814726788193,1
0,0,0,0,0,0,12,1,4.5,0,0.0379945,0,0.2671831447849941,2
1,1,0,0,1,0,3,0,4.4,0,0.44098436,0,0.19039939961507812,2
1,1,0,0,0,0,6,0,4.5,0,0.81272043,1,0.475898028430079,2
1,0,0,0,1,3,0,0,4.4,0,0.52591928,0,0.2132812746869563,2
1,1,0,0,0,0,12,0,4.5,0,0.09016233,1,0.28123740855342955,2
1,1,0,0,1,0,4,0,4.1,0,0.36509757,0,-0.38609830831905145,1
1,1,0,0,0,0,12,0,4.2,0,0.76132671,1,-0.0940011288976934,1
1,1,0,0,0,0,12,0,4.3,0,0.17622077,0,-0.0662803297002958,1
1,1,0,0,0,3,2,0,3.9,0,0.06847665,1,-0.8367117027305292,1
1,1,0,0,0,0,2,0,4.4,0,5.00112721,1,1.4189237686686818,2
0,1,0,0,0,0,0,0,4.2,0,0.94119451,1,-0.045543880347231926,1
1,1,0,1,1,0,11,0,3.1,0,0.01673876,0,-2.3334593186221992,3
1,1,0,0,0,0,2,0,3.9,0,3.19169264,1,0.004697674068461994,1
1,1,0,0,0,0,0,0,4.6,0,0.22109038,1,0.5018612010826443,2
0,0,0,0,0,3,11,1,3.5,0,0.01749338,1,-1.591851430361278,3
1,0,1,0,1,2,16,0,4.8,0,0.01620955,1,0.8173676172120661,2
1,1,0,0,0,2,16,0,4.6,0,0.04889779,1,0.4554716909414312,2
1,1,0,0,0,0,2,0,3.5,0,0.07196568,1,-1.5771763313151155,3
1,1,0,0,0,0,2,0,4.6,1,0.50281058,0,0.5777579750081926,2
0,1,0,0,0,0,9,0,4.6,0,0.04308314,1,0.45390519632547466,2
0,1,0,0,0,0,9,0,4.4,0,0.50699376,0,0.2081826487706626,2
1,1,0,0,0,3,5,0,4.7,0,0.50505632,1,0.7637141356448882,2
1,0,0,0,0,1,6,0,4.2,1,0.53061874,1,-0.15615496324081876,1
0,1,0,0,0,0,6,0,4.4,0,9.62948861,0,2.665826542490132,2
0,0,0,0,0,0,9,0,4.6,0,0.08937792,1,0.46637723223767763,2
1,0,0,0,1,1,11,0,4.4,0,0.48654259,1,0.20267300542239378,2
1,1,0,0,0,1,0,0,4.4,0,2.1787685,1,0.6585667869908615,2
1,1,0,0,0,0,6,0,4.2,0,0.8110595,1,-0.08060287659162245,1
0,1,0,0,0,0,9,0,4.2,0,0.76748508,1,-0.09234203446413883,1
1,1,0,0,1,2,11,0,4.2,0,2.50473635,1,0.3756817951762685,2
1,1,0,0,0,0,0,0,4.4,0,0.10108506,1,0.09882889693350945,1
0,1,0,0,0,0,16,0,4.6,0,1.7948801,0,0.9258477046602785,2
1,1,0,0,0,0,2,0,4.0,0,0.87850222,1,-0.4331357791548341,1
1,1,0,0,0,0,6,0,4.2,0,0.16498447,1,-0.2546585903489312,1
1,1,0,0,0,0,9,0,4.7,0,0.02230064,1,0.6336574385878995,2
1,1,0,0,0,0,8,0,4.3,0,1.36279122,0,0.2533874441774239,2
1,1,0,0,0,2,12,0,4.4,0,1.45896625,1,0.4646486063302242,2
1,1,0,0,0,1,2,0,4.0,0,1.63205965,1,-0.23012379100266356,1
0,1,0,0,0,0,8,0,3.9,0,0.92017287,1,-0.6072606535598134,1
1,0,0,0,1,0,1,0,4.4,0,0.0707746,1,0.0906631135420474,1
1,0,0,0,0,0,11,0,4.3,0,0.0054,0,-0.11230026494980254,1
0,1,0,0,0,0,6,0,3.1,0,0.19554708,1,-2.2852874990684473,3
1,1,0,0,0,0,15,0,4.1,0,0.04211813,1,-0.47311051951398947,1
0,1,0,0,0,0,0,0,4.0,0,0.06060438,1,-0.6534813825466895,1
0,1,0,0,0,0,2,0,4.3,0,0.49051724,1,0.01839264770490209,1
1,1,0,0,0,3,12,0,4.4,1,0.26802268,0,0.14380269293681003,1
1,1,0,0,0,3,12,0,4.3,0,0.63793377,0,0.05810736837562,1
1,1,0,0,0,0,13,0,4.4,0,0.18126912,0,0.12043086752082469,1
1,1,0,0,0,1,14,0,4.5,0,0.08701585,0,0.28038973174068693,2
1,1,0,0,0,1,14,0,4.5,0,0.15546315,0,0.2988297628563618,2
1,1,0,0,0,0,12,0,4.5,0,0.53589021,0,0.40131863858476535,2
0,1,0,0,1,0,3,0,4.2,0,0.65110883,1,-0.1236943547328064,1
0,1,0,0,0,0,3,0,4.5,0,0.4889395,1,0.3886698919825905,2
1,1,0,0,0,3,0,0,4.2,0,5.68747361,1,1.2331264877706887,2
1,1,0,0,0,0,2,0,4.6,0,0.02218151,1,0.44827419689133574,2
0,1,0,0,0,0,9,0,4.0,0,0.18460934,0,-0.6200738511919388,1
1,1,0,0,0,3,9,0,2.4,0,0.32907617,0,-3.546772153902816,3
1,1,0,0,0,0,15,0,4.1,0,0.25718758,1,-0.41516977751202433,1
1,1,0,0,1,3,11,0,4.3,0,2.18764431,0,0.47560682529925985,2
1,1,0,0,1,0,1,0,4.4,0,4.11017821,1,1.1788978321820782,2
1,1,0,0,1,0,13,0,4.4,0,4.79072859,1,1.3622413706851952,2
1,1,0,0,0,2,10,0,4.4,0,0.42061713,1,0.18491237010565842,2
0,1,0,1,0,1,6,0,3.7,0,0.43822024,0,-1.1078033000984204,3
1,1,0,0,0,3,0,0,4.2,0,0.7585606,1,-0.0947463322069456,1
1,0,0,0,0,0,3,0,4.6,0,0.01338194,0,0.44590355050200353,2
1,1,0,0,0,0,4,0,4.5,0,1.46117915,1,0.650595919713311,2
1,1,0,0,0,0,16,0,4.3,0,0.82287161,0,0.10793051003446877,1
1,1,0,0,1,0,2,0,4.3,0,2.78945754,1,0.637738197713144,2
0,1,0,0,0,0,10,0,3.1,0,0.03907613,0,-2.327441523941586,3
1,1,0,0,0,0,12,0,4.2,0,0.67643522,1,-0.11687130371914012,1
1,1,0,0,0,0,6,0,4.5,1,0.87093811,0,0.4915821508232546,2
1,1,0,0,0,0,6,0,4.4,0,29.93891772,1,8.137284214743016,0
1,1,0,0,0,0,10,0,4.1,0,0.30811664,1,-0.40144924432675516,1
0,1,0,0,0,0,12,0,3.9,0,0.17779847,0,-0.8072598797598318,1
0,1,0,0,0,3,1,0,3.9,0,0.27697327,0,-0.7805417126752158,1
1,1,0,0,0,0,9,0,4.5,1,1.09200921,1,0.5511397661386357,2
1,1,0,0,0,0,9,0,4.3,0,0.03261405,0,-0.1049686692727848,1
1,1,0,0,1,1,11,0,3.7,0,0.15165557,0,-1.1850051974917888,3
0,1,1,0,0,3,1,0,3.5,0,0.43345649,1,-1.479788972216502,3
1,1,1,0,0,1,12,0,4.5,0,2.5188408,1,0.9355350442055281,2
1,1,0,0,0,3,0,0,4.1,0,1.73078953,0,-0.01817433999850223,1
1,1,0,0,0,0,2,0,4.6,0,1.01254886,1,0.7150839140014129,2
1,1,0,0,0,3,0,0,4.7,1,1.62793769,1,1.0662237657108184,2
1,0,0,0,0,0,14,0,4.1,0,0.11668989,0,-0.4530205294815024,1
1,1,0,0,0,3,14,0,4.2,0,0.85569165,1,-0.06857876118079582,1
1,1,0,0,0,0,12,0,4.6,0,0.2335411,1,0.5052154848047571,2
1,1,0,0,0,0,9,0,4.5,0,2.84504192,1,1.0234151914541123,2
1,0,0,0,1,1,14,0,4.2,0,0.71325592,1,-0.10695163042741151,1
0,0,0,0,0,0,6,1,4.7,0,0.02741348,1,0.6350348622216948,2
1,1,0,0,1,0,12,0,4.5,0,0.05670047,1,0.2722226228776125,2
1,1,0,0,0,0,15,0,3.7,0,0.03588019,0,-1.2161956404987315,3
1,1,0,1,1,3,8,0,4.4,0,0.52668559,1,0.21348772227866922,2
0,1,0,0,0,0,9,0,4.3,0,0.6412158,1,0.05899156300890109,1
1,1,0,0,0,0,10,0,4.6,0,0.08945543,1,0.46639811380366747,2
1,1,0,0,0,0,13,0,4.3,0,0.24611899,1,-0.047449413773293724,1
0,0,0,0,0,0,12,0,4.2,0,0.01229389,0,-0.29579416540113135,1
1,1,0,0,1,1,16,0,4.7,0,1.40729159,1,1.0067806474351184,2
1,1,0,0,0,1,2,0,4.3,0,0.25716167,0,-0.044474462784716506,1
1,0,0,0,0,0,2,0,3.7,0,0.09518769,0,-1.2002179153672377,3
0,1,0,0,0,0,12,0,2.2,0,0.03590077,0,-3.9964573086903843,3
0,0,0,0,0,3,1,1,4.5,1,0.04509266,0,0.26909542315483537,2
1,1,0,0,0,3,2,0,3.3,0,0.50130318,0,-1.8322130433229606,3
1,1,0,0,0,3,0,0,4.5,1,6.10449849,1,1.9015284343576486,2
1,0,0,0,0,1,9,1,4.0,0,0.04949575,1,-0.6564741007817771,1
1,1,0,0,0,0,2,0,3.5,0,0.14560832,1,-1.5573366506697075,3
1,1,0,0,0,3,1,0,4.2,1,0.79737067,1,-0.08429071308973395,1
1,1,0,0,0,0,10,0,4.4,0,0.20353658,0,0.12642982811192255,1
0,1,0,0,0,0,12,0,3.7,0,0.1269413,0,-1.1916633404397388,3
1,1,0,0,0,0,2,0,4.4,0,0.70344248,1,0.26110687674509725,2
1,1,0,0,1,0,9,0,4.4,0,0.06419965,0,0.08889179045722138,1
1,0,0,0,1,3,14,0,4.5,0,0.74928804,0,0.4588090381362087,2
0,1,0,0,0,0,3,0,4.2,0,0.03372233,0,-0.2900212408246999,1
1,1,0,0,0,0,16,0,4.5,0,0.48110969,0,0.38656050359137845,2
1,1,0,0,0,0,2,0,4.4,0,2.66506238,1,0.7895766921085553,2
0,0,0,0,0,0,0,0,3.8,0,0.01430902,1,-1.0366558697193324,3
1,1,0,0,0,0,12,0,3.9,0,0.8199588,1,-0.6342588049701454,1
