Purchases,Ads,SharesInfo,SharesLocation,UsersInteract,AgeRating,Category,PaidApp,Rating,EditorsChoice,RelativeDownloadsPerformance,CompanyIsExperienced,PC1,Cluster
0,1,0,0,0,0,9,0,4.2,0,0.30288364,0,-0.21750789213839908,1
1,1,0,0,0,0,15,0,4.4,0,0.26375891,0,0.1426540128359137,1
1,1,0,0,0,0,0,0,4.1,0,7.93761438,1,1.6539740626929789,2
1,1,0,0,0,0,10,0,4.1,0,8.87078653,1,1.9053751184290162,2
1,1,0,0,0,0,9,0,4.6,1,5.66588451,1,1.968714870630521,2
1,1,0,0,0,0,16,0,4.5,0,0.03944983,1,0.26757521767148595,2
1,1,0,0,0,0,4,0,4.5,0,0.43024702,1,0.3728578561907312,2
1,1,0,0,0,0,8,0,4.2,0,28.5608771,1,7.395331163148509,0
1,1,0,0,0,1,2,0,4.5,1,42.05720625,0,11.587360450918837,0
1,1,0,0,0,0,7,0,4.6,0,0.49993052,1,0.5769820730220657,2
0,1,0,0,0,0,14,0,4.3,0,3.30211448,0,0.7758504377177419,2
1,1,0,0,0,3,12,0,4.7,1,2.23182564,1,1.2289140776498015,2
1,1,0,0,0,0,12,0,4.7,1,5.61829992,1,2.141246501217027,2
1,1,0,0,0,0,2,0,4.5,0,0.41901654,0,0.3698323109808549,2
1,1,0,0,0,0,12,0,4.4,0,1.26273159,1,0.4117820471471168,2
1,1,0,0,0,0,2,0,4.3,0,1.4992232,1,0.29014287436054503,2
1,1,0,0,0,0,12,0,4.4,0,0.51890894,1,0.211392655446585,2
1,1,0,0,0,0,2,0,4.7,0,0.17480933,0,0.6747440116011643,2
1,1,0,0,0,0,4,0,4.5,0,4.68864698,1,1.5200912425389002,2
1,1,0,0,0,3,2,0,4.2,0,0.52710062,1,-0.15710276165315462,1
1,1,0,0,0,0,9,0,4.0,0,0.23255363,1,-0.6071574293693257,1
1,1,0,0,0,0,12,0,4.5,0,0.97389323,1,0.5193187542585699,2
1,0,1,0,1,0,14,0,4.4,0,2.03015053,1,0.6185283926181332,2
1,1,0,0,1,0,6,0,4.4,1,25.21638983,1,6.86501253658708,0
1,1,0,0,0,0,0,0,4.1,0,28.9696084,1,7.320094189469195,0
1,0,1,0,0,0,9,0,4.7,0,4.19199471,1,1.7569930324483645,2
1,1,0,0,0,0,2,0,4.1,0,0.58219579,1,-0.32761100594251286,1
1,1,0,0,0,0,2,0,4.2,0,15.24681111,1,3.8084578879170583,0
1,1,0,0,0,0,13,0,4.4,1,2.82646808,0,0.8330601623147912,2
1,1,0,0,1,1,12,0,4.5,1,5.12105475,1,1.6365839710097034,2
1,1,0,0,0,0,2,0,4.4,0,2.7709032,1,0.8180907169730649,2
1,0,0,0,0,0,12,1,3.9,0,0.02411914,0,-0.8486618288072898,1
1,0,1,0,1,3,14,0,4.4,0,4.04237199,1,1.160630511095106,2
1,1,0,0,0,0,6,0,4.5,0,0.53165157,1,0.400176728626474,2
0,0,0,0,0,0,3,0,4.0,0,0.0399317,0,-0.6590507017520402,1
0,1,0,0,0,0,6,0,4.4,0,0.65167349,0,0.2471600623867943,2
1,0,0,0,0,1,3,1,4.4,1,0.0575347,1,0.08709622094046301,1
0,0,0,0,0,0,9,0,3.9,0,0.05359675,0,-0.8407204192028831,1
1,1,0,0,0,0,2,0,3.8,0,1.61470077,1,-0.6055026515899173,1
1,1,0,0,0,0,2,0,4.5,0,0.60721974,1,0.4205351562949813,2
1,1,0,0,0,0,9,0,4.0,0,2.39645817,0,-0.024191161175396693,1
1,1,0,0,0,0,0,0,4.4,1,22.03513127,1,6.007966212869309,0
1,1,0,0,0,0,6,0,4.4,0,20.14646235,0,5.499149741627811,0
1,1,0,0,0,1,2,0,4.6,1,6.84308206,1,2.2858575402653547,2
1,1,0,0,0,0,2,0,4.5,0,10.21827695,0,3.0098000945311454,0
1,1,0,0,1,0,6,0,4.5,0,23.88747078,1,6.69234651420573,0
1,1,0,0,0,0,2,0,4.6,0,8.14005976,1,2.6352695571650218,2
1,1,0,0,1,3,12,0,3.9,1,5.20995244,1,0.5484265503209357,2
1,1,0,0,0,0,3,0,4.3,0,11.95741729,0,3.107630553690015,0
1,1,0,0,0,0,10,0,3.8,0,0.41597812,0,-0.9284442864690778,3
1,0,0,0,1,0,13,0,4.0,1,14.95903873,1,3.3602283326479316,0
1,0,0,0,0,0,10,0,3.9,0,0.05032265,0,-0.8416024774561058,1
0,1,0,0,0,0,7,0,4.3,0,0.04661362,1,-0.10119711792735449,1
1,1,0,0,0,3,2,0,4.2,0,6.49018508,1,1.4493808102013648,2
1,0,0,0,0,0,13,0,4.1,0,1.74871081,1,-0.01334626115780696,1
1,1,0,0,0,0,9,0,4.5,0,0.9052772,1,0.5008332664711175,2
1,1,1,0,0,0,9,0,4.6,1,1.95943852,1,0.9701805327652044,2
0,1,0,0,0,0,9,0,4.3,0,15.71631765,1,4.120296350574944,0
1,1,0,0,0,0,16,0,4.6,0,1.74395393,0,0.9121279500548791,2
1,1,0,0,0,0,16,0,4.5,0,4.77454829,0,1.5432334677147252,2
1,1,0,0,0,3,9,0,4.4,0,6.0166927,1,1.6925219856269207,2
1,1,0,0,0,0,3,0,4.4,0,0.15345314,1,0.11293710901299474,1
0,1,0,0,0,0,9,0,4.4,0,3.68442356,1,1.064197486169258,2
1,1,0,0,0,2,1,0,3.3,0,0.0559159,1,-1.9522025140796717,3
1,1,0,0,0,0,9,0,4.6,0,1.79107338,1,0.9248221560228791,2
1,1,0,0,0,0,12,0,4.1,0,0.05735269,0,-0.46900625593553397,1
1,1,0,0,0,0,10,0,4.4,0,5.0589385,1,1.4344984076454899,2
1,0,0,0,0,3,1,0,4.2,1,3.89676437,1,0.7507008244541424,2
0,1,0,0,0,3,5,0,4.6,0,1.95739751,0,0.969630674875888,2
1,0,0,0,0,0,9,1,4.8,0,0.2187259,1,0.8719264938285711,2
1,1,0,0,0,0,9,0,4.5,0,0.59938545,0,0.4184245609702683,2
1,1,0,0,0,0,13,0,4.2,0,1.40461403,1,0.07930356240669933,1
1,1,0,0,0,0,6,0,4.4,1,20.16929972,1,5.50530223870805,0
1,1,1,1,0,0,7,0,3.9,0,0.05330755,0,-0.8407983310708258,1
1,1,0,0,0,0,7,0,4.2,0,1.18516188,1,0.02018209999106318,1
0,1,0,0,0,0,15,0,4.5,0,0.04308895,1,0.2685556140645311,2
0,1,0,0,1,0,14,0,3.1,0,0.31939173,0,-2.251923155997064,3
1,1,0,0,0,0,2,0,4.5,0,2.00838543,0,0.798015917724814,2
0,1,0,0,0,0,7,0,4.4,0,0.37368256,1,0.17226797169694352,1
0,1,0,0,0,0,15,0,4.2,0,0.31621911,1,-0.21391525252015042,1
1,1,0,0,0,0,1,0,4.5,0,1.39775338,1,0.6335087128792116,2
1,1,0,0,0,0,9,0,4.4,0,1.10016396,1,0.36798554742248873,2
1,1,0,0,0,0,14,0,4.1,0,0.17025439,1,-0.438589996112099,1
1,0,0,0,1,0,6,0,4.5,0,0.36594451,1,0.35553445139293793,2
1,1,0,0,0,0,9,0,4.6,1,8.29339903,1,2.6765798924164463,2
0,1,0,0,0,0,4,0,4.7,0,0.72371973,0,0.8226231077191644,2
1,1,0,0,0,0,9,0,4.2,0,0.47063994,1,-0.1723135398140488,1
0,1,0,0,0,0,9,0,4.4,0,0.0199969,0,0.07698335746719252,1
1,1,0,0,0,3,6,0,4.1,0,8.99922012,0,1.939975743959868,2
1,1,0,0,0,0,9,0,3.8,0,0.24903321,1,-0.973420046433365,3
1,0,0,0,0,0,12,0,4.3,0,0.79601969,1,0.10069647391740327,1
1,1,0,0,1,0,12,0,4.2,0,0.48867985,1,-0.1674535014820185,1
0,0,0,0,1,0,7,0,4.0,0,0.82897625,0,-0.44647831316032416,1
1,1,0,0,0,0,9,0,4.0,0,0.02463331,0,-0.6631721614388317,1
1,0,0,0,0,0,9,0,4.5,0,0.01645167,0,0.2613794029935764,2
1,1,0,0,0,0,9,0,4.6,0,0.42917009,1,0.5579188735831027,2
1,1,0,0,1,0,6,0,4.6,1,6.73395102,1,2.2564571143422585,2
1,1,0,0,0,0,2,0,4.4,1,12.88347272,1,3.5424654784059664,0
1,1,0,0,0,0,2,0,3.9,0,15.87586834,0,3.421875482173213,0
1,1,0,0,1,0,12,0,4.0,0,0.67676682,1,-0.4874842640933654,1
1,1,0,0,1,0,10,0,4.4,0,0.34322472,1,0.16406248342616805,1
1,0,1,0,0,1,11,0,4.4,1,3.17676082,1,0.9274307076130723,2
1,1,0,0,1,0,4,0,4.4,0,0.10250342,1,0.09921100992457305,1
1,1,0,0,0,0,16,0,4.4,0,0.27121658,0,0.1446631449251332,1
1,1,0,0,1,2,0,0,4.2,1,7.36678525,1,1.6855411030223524,2
1,1,0,1,1,1,0,0,4.2,0,6.93708177,1,1.5697769232561112,2
1,1,0,0,0,1,6,0,4.5,0,1.95770517,1,0.7843624124535981,2
1,1,0,0,1,0,15,0,4.2,0,1.37808271,1,0.07215589746827326,1
1,1,0,0,1,0,15,0,4.3,0,6.03677555,1,1.5125812542967012,2
0,1,0,0,0,0,15,0,4.4,0,0.05038095,1,0.08516896635783139,1
1,1,0,0,1,0,10,0,4.1,0,7.76352915,1,1.607074666252514,2
1,1,0,1,1,2,8,0,4.1,0,0.59555239,1,-0.3240126738008561,1
1,1,0,0,1,0,14,0,4.5,0,0.21887939,0,0.3159144022627243,2
1,1,0,1,0,1,10,0,4.5,1,7.89312396,1,2.383392720035663,2
1,1,0,0,1,0,3,0,4.6,0,0.69410417,1,0.6292933862198719,2
1,1,0,0,0,2,0,0,4.5,0,22.7533868,1,6.38681884724168,0
1,1,0,0,1,0,2,0,4.4,0,0.93954237,1,0.3247133202133923,2
1,1,0,0,1,3,13,0,4.4,0,1.8506341,1,0.570165804831984,2
1,1,0,0,1,3,13,0,4.2,0,0.44801683,1,-0.17840831422199965,1
1,1,0,0,1,3,11,0,4.0,0,3.41289343,1,0.24964137599508607,2
1,1,1,1,0,0,10,0,4.4,0,2.38630712,1,0.714478687248494,2
1,1,0,0,1,0,13,0,4.3,0,1.88341474,0,0.39364591906762747,2
1,1,0,0,0,0,10,0,4.3,0,3.13533097,1,0.7309181596880536,2
1,1,0,0,0,0,2,0,3.8,0,1.91943758,1,-0.5234050924679136,1
1,1,0,0,0,0,0,0,4.2,1,1.52051165,1,0.11052693745630204,1
1,0,0,1,0,0,3,0,3.7,0,0.03148188,0,-1.2173805663213189,3
1,1,0,0,0,3,10,0,4.6,0,0.95786762,1,0.7003525255164954,2
1,1,0,0,1,1,0,0,4.4,0,5.69111667,1,1.6048102406242997,2
1,1,0,0,1,0,9,0,4.3,0,0.03970765,1,-0.1030576193888281,1
1,1,0,0,0,0,2,0,4.4,0,2.00636185,1,0.612119608058321,2
1,1,0,0,0,3,9,0,4.3,0,3.03242692,1,0.703195314755836,2
1,1,0,0,0,0,2,0,4.4,0,4.86203025,1,1.3814503800836566,2
1,1,0,0,0,0,9,0,4.3,0,0.45027469,1,0.007551111600861358,1
1,1,0,0,1,3,12,0,4.2,0,5.48795829,0,1.1793761030388759,2
1,1,0,0,0,3,2,0,4.7,0,7.79260826,0,2.727015603061389,2
1,1,0,0,0,0,12,0,4.4,1,7.18697346,1,2.007801238840353,2
1,1,0,0,0,0,10,0,4.1,0,6.094484,1,1.157425892678298,2
0,1,0,0,0,0,9,0,4.6,0,0.69503451,0,0.6295440242808058,2
1,1,0,0,0,0,9,0,4.5,0,5.15311848,1,1.645222093753546,2
0,1,0,0,0,0,13,0,4.3,0,0.27893543,1,-0.038608507343008185,1
1,1,0,0,0,3,13,0,4.4,0,7.10698105,1,1.9862508996828139,2
1,1,0,0,0,1,3,0,4.6,0,0.73559095,1,0.6404701238572827,2
1,1,0,0,0,0,9,0,4.6,0,0.34973472,1,0.5365186036749376,2
1,0,0,0,0,0,12,1,4.4,0,0.04289983,1,0.08315351672606944,1
1,1,0,0,0,0,9,0,4.4,0,2.27689117,1,0.6850015052040431,2
1,1,0,0,0,0,9,0,4.0,0,0.19879918,0,-0.6162510401953554,1
1,1,0,0,0,0,10,0,4.4,0,4.98399126,1,1.4143072614989811,2
1,1,0,0,0,3,0,0,4.1,0,1.18464151,0,-0.16530923768715128,1
1,1,0,0,0,1,10,0,4.3,0,0.45171076,1,0.00793799575091968,1
1,1,0,0,0,3,16,0,3.9,0,6.42978498,0,0.8770552908777262,2
1,1,0,0,0,0,9,0,4.6,0,1.09528644,0,0.7373738151317076,2
1,0,0,0,0,0,9,0,4.7,0,6.15929909,1,2.2869942740050604,2
1,1,0,0,0,0,9,0,3.8,0,1.07562727,1,-0.7507316396381793,1
0,1,0,0,0,0,3,0,4.7,0,0.10222243,0,0.6551887523785156,2
1,1,0,0,0,0,9,0,4.4,0,0.22069527,0,0.13105246154675815,1
1,1,0,0,1,3,6,0,4.8,0,1.57594132,1,1.2375668415920897,2
1,1,0,0,0,0,15,0,3.9,0,0.17820158,0,-0.8071512799912063,1
1,1,0,0,1,0,9,0,4.7,0,0.08520853,1,0.6506051260645636,2
1,1,0,0,0,0,12,0,3.9,0,0.2227803,1,-0.7951415588788037,1
1,1,0,0,0,0,12,0,3.9,0,0.80198889,1,-0.6390999849662283,1
1,1,1,0,1,0,12,0,4.3,0,0.66789216,1,0.06617830241941026,1
0,1,0,0,0,0,1,0,4.0,0,1.5482557,1,-0.2527009773287345,1
1,1,0,0,0,0,12,0,4.2,0,3.63501545,1,0.680184409207751,2
1,1,0,0,0,0,12,0,4.3,0,1.11044745,1,0.18540482147869466,2
0,1,0,0,0,1,0,0,3.5,0,0.03280261,0,-1.5877270503264624,3
1,1,0,0,0,0,10,0,4.3,0,16.78180665,1,4.407344200722568,0
1,1,0,0,0,0,12,0,3.8,0,0.74123014,1,-0.8408198313154611,1
1,1,0,0,0,3,12,0,4.0,0,0.1818995,0,-0.6208038950931372,1
1,1,0,0,0,0,12,0,3.9,0,0.55638694,1,-0.7052663290012806,1
1,1,0,0,0,0,9,0,4.4,0,4.38726501,1,1.2535463459107834,2
1,1,0,0,0,0,9,0,4.6,0,5.53780832,1,1.934210530374922,2
1,1,0,0,0,1,12,0,3.0,0,0.48305152,0,-2.3931835706297164,3
1,1,0,0,0,0,12,0,3.9,0,0.86423048,1,-0.6223318019073042,1
1,1,0,0,1,3,0,0,4.3,0,1.47787272,1,0.28439095258226305,2
1,1,0,0,0,3,0,0,3.8,0,0.29961154,1,-0.9597940015933365,3
0,1,0,0,0,0,12,0,3.2,0,0.02984752,1,-2.1445766082631605,3
0,1,0,0,0,0,12,0,4.0,0,2.1972379,1,-0.07786205802119128,1
1,0,0,0,0,0,12,0,4.2,0,2.80637863,1,0.4569456730648505,2
1,1,0,0,0,1,12,0,3.9,0,0.39409583,1,-0.7489883329108202,1
0,1,0,0,0,1,12,0,3.0,0,0.02910684,0,-2.5154784460155244,3
1,1,0,0,0,0,12,0,4.1,0,1.6996899,1,-0.026552729575388047,1
0,1,0,0,0,0,0,0,4.3,0,1.65124037,1,0.33109702952688247,2
1,1,0,0,0,3,0,0,4.2,0,0.24103406,1,-0.2341704658219692,1
1,0,1,0,1,1,14,0,4.2,0,2.50887009,0,0.37679544457111835,2
0,0,0,0,0,0,12,0,4.3,0,0.09013551,0,-0.08947211188894273,1
0,1,0,0,0,1,2,0,4.2,0,0.65793639,1,-0.12185497730164198,1
0,1,0,0,0,0,12,0,3.1,0,0.1720058,0,-2.291629632880925,3
0,1,0,1,0,3,12,0,2.5,0,0.21467482,0,-3.392241279130617,3
1,1,0,0,0,1,0,0,4.1,0,0.1822348,1,-0.4353624161611214,1
1,1,0,0,1,3,0,0,4.3,0,1.02848159,0,0.16332282542007648,1
1,1,0,0,1,0,6,0,4.4,0,2.87020056,1,0.8448419023098769,2
0,1,0,0,0,0,12,0,4.4,0,0.97901719,0,0.3353480261709052,2
1,1,0,0,0,0,12,0,4.3,0,5.3547686,1,1.3288453088451408,2
1,1,0,0,0,0,12,0,3.6,0,0.30719172,1,-1.3284541597278166,3
1,1,0,0,0,1,12,0,4.0,0,2.38495211,1,-0.02729094895984997,1
1,1,0,0,0,0,12,0,3.0,0,0.10102435,0,-2.496103523671447,3
1,1,0,0,0,0,12,0,4.2,0,1.15491158,1,0.012032523992324008,1
1,1,0,0,0,0,12,0,3.7,0,0.99150293,1,-0.9587462880707092,3
0,1,0,0,0,0,12,0,3.8,0,0.07480742,1,-1.0203573104124126,3
1,1,0,1,1,3,12,0,4.2,0,12.10122952,1,2.9610231111399705,0
1,1,0,0,0,0,9,0,4.4,0,12.62714904,1,3.4734106488526564,0
1,1,0,0,1,1,14,0,4.2,0,1.43438319,1,0.08732351698032756,1
1,1,0,0,0,0,11,0,4.0,0,1.83646333,0,-0.17505645862639058,1
1,1,0,0,0,0,12,0,4.3,0,1.6892365,1,0.3413333693017929,2
1,1,0,0,0,0,12,0,4.0,0,0.5074288,0,-0.5331047393767847,1
1,1,0,0,0,0,2,0,4.4,0,1.03562778,1,0.35059919080525476,2
1,1,0,0,0,0,12,0,3.7,0,0.08411311,0,-1.2032014603689112,3
0,1,0,0,0,3,4,0,4.8,0,0.66976359,1,0.9934382121570101,2
1,1,0,0,0,0,6,0,4.5,0,0.24023327,1,0.32166724001732366,2
1,1,0,0,0,0,2,0,4.1,0,2.71784007,1,0.24774181257937547,2
1,0,0,0,1,0,1,0,4.3,1,1.30844417,1,0.23874608808236766,2
1,1,0,0,0,3,10,0,4.3,0,5.78094096,1,1.4436581879366555,2
0,1,0,0,0,0,2,0,4.3,0,0.36801938,0,-0.014608863676899632,1
1,1,0,0,1,3,13,0,4.3,0,0.12601234,0,-0.07980672170508184,1
1,1,0,0,1,3,0,0,4.3,1,5.00280481,1,1.2340245746570735,2
0,1,0,0,0,0,15,0,4.5,0,2.34962997,1,0.8899488345185252,2
1,1,0,0,0,0,9,0,4.5,0,2.11802879,1,0.8275543651146621,2
1,1,0,0,0,0,2,0,4.3,0,3.18612812,0,0.7446031556862538,2
1,1,0,0,1,0,10,0,4.5,0,12.96480294,1,3.749727377500817,0
1,1,0,0,0,0,0,0,4.6,0,7.59347838,1,2.4880179102125695,2
1,1,0,0,0,0,9,0,4.1,0,0.26734043,1,-0.41243455099596343,1
1,1,0,0,0,0,2,0,4.3,0,3.44474963,1,0.814277031669424,2
1,1,0,0,0,0,9,0,4.7,0,0.53777574,1,0.7725289044215505,2
1,0,1,0,1,0,6,0,4.6,0,5.97798764,1,2.0527969517133333,2
1,1,0,0,0,0,2,0,4.5,0,0.41658209,0,0.36917645846732183,2
1,1,0,0,0,0,2,0,4.3,0,9.14182709,1,2.3490970410899634,2
1,1,0,0,0,0,0,0,4.4,0,2.513817,1,0.7488304608722305,2
1,0,0,0,1,1,2,1,4.4,1,1.21821787,0,0.39978983734666534,2
1,1,0,0,1,0,14,0,4.6,0,0.4667965,0,0.5680556090156347,2
1,1,0,0,0,1,11,0,4.2,1,8.07075571,1,1.8751941234762783,2
1,1,0,0,1,3,11,0,4.4,1,0.55154398,1,0.2201846918462867,2
1,0,0,0,1,1,11,0,4.4,0,0.40810015,1,0.18154023562154747,1
1,1,0,0,0,0,0,0,4.6,1,2.66818689,1,1.161120745103513,2
1,1,0,0,0,0,3,0,4.4,0,4.01972849,1,1.1545302435232985,2
1,1,0,0,0,0,13,0,4.5,0,0.43890186,1,0.37518951162346836,2
1,1,0,0,0,0,2,0,4.1,0,0.81996836,1,-0.263553934454609,1
0,1,0,0,0,0,2,0,4.1,0,0.33934394,1,-0.39303645983914914,1
1,1,0,0,0,0,10,0,4.5,0,3.21324387,1,1.1226105638771615,2
1,1,0,0,0,0,2,0,3.9,0,0.33316606,1,-0.7654031053659927,1
1,0,0,0,1,0,16,1,4.6,0,0.02000624,1,0.4476881687136723,2
1,1,0,0,0,0,12,0,4.2,0,0.12047596,1,-0.2666493965503786,1
1,1,0,0,0,0,9,0,4.8,0,0.50518421,1,0.9490997373274916,2
1,1,0,0,0,0,6,0,4.1,0,0.09990414,0,-0.45754269109050594,1
1,1,0,0,0,3,16,0,4.4,0,0.14393983,0,0.11037417764224575,1
1,1,0,0,0,0,0,0,4.0,0,4.43276389,1,0.5243993725319506,2
1,1,0,0,0,3,9,0,4.0,0,12.91321962,1,2.80907484601745,2
1,1,0,0,0,3,12,0,4.5,1,2.80282439,1,1.0120415862596495,2
1,1,0,0,0,3,9,0,4.2,0,0.30393159,0,-0.21722556937902557,1
0,0,0,0,0,0,9,1,4.5,0,0.05685393,1,0.27226396573810535,2
1,1,0,0,0,0,12,0,3.6,0,2.62813715,1,-0.7031803220894641,1
0,1,0,0,0,0,6,0,4.3,0,0.52505505,1,0.027697299474471745,1
1,1,0,0,1,0,15,0,3.8,0,3.42308799,1,-0.11831445562033292,1
1,1,0,0,0,0,14,0,4.6,0,2.47668773,1,1.1095299523472524,2
1,1,0,0,0,0,6,0,4.2,1,4.44697308,1,0.8989296915170563,2
0,1,0,0,0,0,6,0,4.0,0,0.90807544,1,-0.42516861175757076,1
0,1,0,0,0,0,9,1,4.2,0,0.07104229,0,-0.27996706449289804,1
